Order,Best_source,Det_to_species,Doug_to_check,Human_alternative,Human_comment,Alien,Original,Official,Synonym,TNRS_Name_submitted,TNRS_Name_matched,TNRS_Author_matched,TNRS_Overall_score,TNRS_Taxonomic_status,TNRS_Accepted_name,TNRS_Accepted_author,TNRS_Accepted_family,TNRS_Source,TNRS_Warnings,TNRS_Accepted_name_lsid
1668,TNRS_Accepted_name,,,,,,Roella incurva,1,1,Roella incurva,Roella incurva,,1,Accepted,Roella incurva,Banks ex A.DC.,Campanulaceae,tpl, ,
1670,TNRS_Accepted_name,,,,,,Roella prostrata,1,0,Roella prostrata,Roella prostrata,,1,Accepted,Roella prostrata,E.Mey. ex A.DC.,Campanulaceae,tpl, ,
1677,TNRS_Accepted_name,,,,,,Roella triflora,1,0,Roella triflora,Roella triflora,,1,Accepted,Roella triflora,(R.D.Good) Adamson,Campanulaceae,tpl, ,
1686,TNRS_Accepted_name,,,,,,Ruschia promontorii,1,0,Ruschia promontorii,Ruschia promontorii,,1,Accepted,Ruschia promontorii,L. Bolus,Aizoaceae,tpl;tropicos, ,
1687,TNRS_Accepted_name,,,,,,Ruschia sarmentosa,1,0,Ruschia sarmentosa,Ruschia sarmentosa,,1,Accepted,Ruschia sarmentosa,Schwantes in H.Jacobsen,Aizoaceae,tpl, ,
1688,TNRS_Accepted_name,,,,,,Saltera sarcocolla,1,0,Saltera sarcocolla,Saltera sarcocolla,,1,Accepted,Saltera sarcocolla,Bullock,Penaeaceae,tpl;tropicos, ,
1690,TNRS_Accepted_name,,,,,,Salvia africana-lutea,1,0,Salvia africana-lutea,Salvia africana-lutea,,1,Accepted,Salvia africana-lutea,L.,Lamiaceae,tpl;tropicos, ,
1691,TNRS_Accepted_name,,,,,,Salvia chamelaeagnea,1,0,Salvia chamelaeagnea,Salvia chamelaeagnea,,1,Accepted,Salvia chamelaeagnea,Berg.,Lamiaceae,tpl, ,
1694,TNRS_Accepted_name,,,,,,Satyrium bicorne,1,0,Satyrium bicorne,Satyrium bicorne,,1,Accepted,Satyrium bicorne,(L.) Thunb.,Orchidaceae,tpl;tropicos, ,
1695,TNRS_Accepted_name,,,,,,Satyrium carneum,1,0,Satyrium carneum,Satyrium carneum,,1,Accepted,Satyrium carneum,(Aiton) Sims,Orchidaceae,tpl, ,
1697,TNRS_Accepted_name,,,,,,Scabiosa africana,1,0,Scabiosa africana,Scabiosa africana,,1,Accepted,Scabiosa africana,L.,Caprifoliaceae,tpl;tropicos, ,
1698,TNRS_Accepted_name,,,,,,Scabiosa columbaria,1,0,Scabiosa columbaria,Scabiosa columbaria,,1,Accepted,Scabiosa columbaria,L.,Caprifoliaceae,tpl;tropicos;usda, ,
1700,TNRS_Accepted_name,,,,,,Schizaea pectinata,1,0,Schizaea pectinata,Schizaea pectinata,,1,Accepted,Schizaea pectinata,(L.) Sw.,Schizaeaceae,tpl;tropicos, ,
1702,TNRS_Accepted_name,,,,,,Schizoglossum aschersonianum,1,0,Schizoglossum aschersonianum,Schizoglossum aschersonianum,,1,Accepted,Schizoglossum aschersonianum,Schltr.,Apocynaceae,tpl;tropicos, ,
1710,Human_alternative,,,Searsia lucida,,,Searsia Lucida,0,0,Searsia Lucida,Searsia,,1,Accepted,Searsia,,Anacardiaceae,tpl;usda, ,
1712,TNRS_Accepted_name,,,,,,Searsia tomentosa,1,0,Searsia tomentosa,Searsia tomentosa,,1,Accepted,Searsia tomentosa,(L.) F.A. Barkley,Anacardiaceae,tpl;tropicos, ,
1714,TNRS_Accepted_name,,,,,,Selago corymbosa,1,0,Selago corymbosa,Selago corymbosa,,1,Accepted,Selago corymbosa,L.,Scrophulariaceae,tpl;tropicos, ,
1715,TNRS_Accepted_name,,,,,,Selago cylindrica,0,1,Selago cylindrica,Selago cylindrica,,1,Accepted,Selago cylindrica,Levyns,Scrophulariaceae,tpl;tropicos, ,
1718,TNRS_Accepted_name,,,,,,Selago luxurians,1,0,Selago luxurians,Selago luxurians,,1,Accepted,Selago luxurians,Choisy,Scrophulariaceae,tpl;tropicos, ,
1720,TNRS_Accepted_name,,,,,,Selago polystachya,1,0,Selago polystachya,Selago polystachya,,1,Accepted,Selago polystachya,L.,Scrophulariaceae,tpl;tropicos, ,
1721,TNRS_Accepted_name,,,,,,Selago scabrida,1,1,Selago scabrida,Selago scabrida,,1,Accepted,Selago scabrida,Thunb.,Scrophulariaceae,tpl;tropicos, ,
1722,TNRS_Accepted_name,,,,,,Selago serrata,0,1,Selago serrata,Selago serrata,,1,Accepted,Selago serrata,P.J. Bergius,Scrophulariaceae,tpl;tropicos, ,
1724,TNRS_Accepted_name,,,,,,Senecio arenarius,1,0,Senecio arenarius,Senecio arenarius,,1,Accepted,Senecio arenarius,Thunb.,Asteraceae,gcc, ,urn:lsid:compositae.org:names:C36D104B-B90B-40F4-B785-44EC43DB1A07
1725,TNRS_Accepted_name,,,,,,Senecio bipinnatus,1,0,Senecio bipinnatus,Senecio bipinnatus,,1,Accepted,Senecio bipinnatus,(Thunb.) Less.,Asteraceae,gcc;tropicos, ,urn:lsid:compositae.org:names:FDC0F4AB-6F6A-4338-AE66-8C3CB6B393F1
1727,TNRS_Accepted_name,,,,,,Senecio burchellii,1,0,Senecio burchellii,Senecio burchellii,,1,Accepted,Senecio burchellii,DC.,Asteraceae,gcc, ,urn:lsid:compositae.org:names:806E280D-4CF9-4FA8-84B7-D853AFB2F227
1729,TNRS_Accepted_name,,,,,,Senecio elegans,1,0,Senecio elegans,Senecio elegans,,1,Accepted,Senecio elegans,L.,Asteraceae,gcc;tropicos;usda, ,urn:lsid:compositae.org:names:4086D3F0-F306-4C6D-BC03-3A8C87CE302F
1731,TNRS_Accepted_name,,,,,,Senecio erosus,1,0,Senecio erosus,Senecio erosus,,1,Accepted,Senecio erosus,L.f.,Asteraceae,gcc, ,urn:lsid:compositae.org:names:EC7F1B14-8A28-4D8A-B8BC-F4465992FE82
1732,TNRS_Accepted_name,,,,,,Senecio halimifolius,1,0,Senecio halimifolius,Senecio halimifolius,,1,Accepted,Senecio halimifolius,L.,Asteraceae,gcc;tropicos, ,urn:lsid:compositae.org:names:DCA4A67B-AE25-43C2-B392-3594E71C8428
1734,TNRS_Accepted_name,,,,,,Senecio hastatus,1,0,Senecio hastatus,Senecio hastatus,,1,Accepted,Senecio hastatus,L.,Asteraceae,gcc, ,urn:lsid:compositae.org:names:3C1298EB-0EBF-4A54-8465-B4B048A16928
1735,TNRS_Accepted_name,,,,,,Senecio hastifolius,1,0,Senecio hastifolius,Senecio hastifolius,,1,Accepted,Senecio hastifolius,Less.,Asteraceae,gcc, ,urn:lsid:compositae.org:names:F9E3710F-7A69-4C74-8A86-0CFDD981159C
1737,TNRS_Accepted_name,,,,,,Senecio pinifolius,1,0,Senecio pinifolius,Senecio pinifolius,,1,Accepted,Senecio pinifolius,(L.) Lam.,Asteraceae,gcc, [Ambiguous match] ,urn:lsid:compositae.org:names:C6CDF5C9-5A0F-4BD3-A566-3F0BB36486EF
1738,TNRS_Accepted_name,,,,,,Senecio pinnulatus,1,0,Senecio pinnulatus,Senecio pinnulatus,,1,Accepted,Senecio pinnulatus,Thunb.,Asteraceae,gcc;tropicos, ,urn:lsid:compositae.org:names:A05F0DF8-4181-4C38-9557-414AB5B4141B
1740,TNRS_Accepted_name,,,,,,Senecio pterophorus,1,0,Senecio pterophorus,Senecio pterophorus,,1,Accepted,Senecio pterophorus,DC.,Asteraceae,gcc;tropicos, ,urn:lsid:compositae.org:names:9F383DEC-AB7A-470C-AF4D-5A6F695060CF
1742,TNRS_Accepted_name,,,,,,Senecio pubigerus,1,0,Senecio pubigerus,Senecio pubigerus,,1,Accepted,Senecio pubigerus,L.,Asteraceae,gcc, ,urn:lsid:compositae.org:names:2C928828-34EF-4132-9196-B457FF55540C
1743,TNRS_Accepted_name,,,,,,Senecio purpureus,1,0,Senecio purpureus,Senecio purpureus,,1,Accepted,Senecio purpureus,L.,Asteraceae,gcc;tropicos, ,urn:lsid:compositae.org:names:3EE683D5-933E-4C4F-AA73-340C325FE6AB
1744,TNRS_Accepted_name,,,,,,Senecio repandus,1,0,Senecio repandus,Senecio repandus,,1,Accepted,Senecio repandus,Thunb.,Asteraceae,gcc;tropicos, ,urn:lsid:compositae.org:names:D95BDFB2-2D45-468D-AADB-2491F0F988A6
1745,TNRS_Accepted_name,,,,,,Senecio rigidus,1,0,Senecio rigidus,Senecio rigidus,,1,Accepted,Senecio rigidus,L.,Asteraceae,gcc;tropicos, ,urn:lsid:compositae.org:names:19C4C814-20DE-4EAA-AE66-702698E90075
1747,TNRS_Accepted_name,,,,,,Senecio rosmarinifolius,1,0,Senecio rosmarinifolius,Senecio rosmarinifolius,,1,Accepted,Senecio rosmarinifolius,L.f.,Asteraceae,gcc, ,urn:lsid:compositae.org:names:84772467-4F11-4F00-A958-CFF1E1155FD6
1749,TNRS_Accepted_name,,,,,,Senecio scapiflorus,0,1,Senecio scapiflorus,Senecio scapiflorus,,1,Accepted,Senecio scapiflorus,(L'Hթr.) C.A.Sm.,Asteraceae,gcc, ,urn:lsid:compositae.org:names:524918BA-53AA-49A5-A02B-190B186BB0E1
1752,TNRS_Accepted_name,,,,,,Senecio subcanescens,0,1,Senecio subcanescens,Senecio subcanescens,,1,Accepted,Senecio subcanescens,(DC.) Compton,Asteraceae,gcc;tropicos, ,urn:lsid:compositae.org:names:D8ED5EC7-8677-4BF8-B052-AFD732A315BB
1753,TNRS_Accepted_name,,,,,,Senecio triqueter,1,0,Senecio triqueter,Senecio triqueter,,1,Accepted,Senecio triqueter,DC.,Asteraceae,gcc;tropicos, [Ambiguous match] ,urn:lsid:compositae.org:names:1596C0D0-4E8B-4470-8C1C-025EB8AA24D0
1754,TNRS_Accepted_name,,,,,,Senecio umbellatus,1,0,Senecio umbellatus,Senecio umbellatus,,1,Accepted,Senecio umbellatus,L.,Asteraceae,gcc;tropicos, ,urn:lsid:compositae.org:names:537B3688-635F-4891-963F-A609C8C1B5FF
1758,TNRS_Accepted_name,,,,,,Sideroxylon inerme,1,0,Sideroxylon inerme,Sideroxylon inerme,,1,Accepted,Sideroxylon inerme,L.,Sapotaceae,tpl;tropicos, ,
1763,TNRS_Accepted_name,,,,,,Silene bellidioides,0,0,Silene bellidioides,Silene bellidioides,,1,Accepted,Silene bellidioides,Sond.,Caryophyllaceae,tpl;tropicos, ,
1767,TNRS_Accepted_name,,,,,,Silene cretica,0,1,Silene cretica,Silene cretica,,1,Accepted,Silene cretica,L.,Caryophyllaceae,tpl, ,
1768,TNRS_Accepted_name,,,,,,Silene pilosellifolia,0,1,Silene pilosellifolia,Silene pilosellifolia,,1,Accepted,Silene pilosellifolia,Cham. & Schltdl.,Caryophyllaceae,tpl;tropicos, ,
1770,TNRS_Accepted_name,,,,,,Silene undulata,1,0,Silene undulata,Silene undulata,,1,Accepted,Silene undulata,Aiton,Caryophyllaceae,tpl;tropicos, ,
1772,TNRS_Accepted_name,,,,,,Solanum africanum,1,0,Solanum africanum,Solanum africanum,,1,Accepted,Solanum africanum,Mill.,Solanaceae,tpl;tropicos, ,
1773,TNRS_Accepted_name,,,,,1,Solanum americanum,0,0,Solanum americanum,Solanum americanum,,1,Accepted,Solanum americanum,Mill.,Solanaceae,tpl;tropicos;usda, ,
1774,TNRS_Accepted_name,,,,,1,Solanum mauritianum,1,0,Solanum mauritianum,Solanum mauritianum,,1,Accepted,Solanum mauritianum,Scop.,Solanaceae,tpl;tropicos;usda, ,
1777,TNRS_Accepted_name,,,,,,Solanum retroflexum,1,0,Solanum retroflexum,Solanum retroflexum,,1,Accepted,Solanum retroflexum,Dunal,Solanaceae,tpl;tropicos, ,
1780,TNRS_Accepted_name,,,,,,Sonchus asper,0,0,Sonchus asper,Sonchus asper,,1,Accepted,Sonchus asper,(L.) Hill,Asteraceae,gcc;tropicos;usda, ,urn:lsid:compositae.org:names:66DF1A4E-84EA-41AA-BD09-DE16767F4769
1782,TNRS_Accepted_name,,,,,,Sonchus oleraceus,1,0,Sonchus oleraceus,Sonchus oleraceus,,1,Accepted,Sonchus oleraceus,L.,Asteraceae,gcc;tropicos;usda, ,urn:lsid:compositae.org:names:214E5882-A24D-421C-B70B-3033D38E17EB
1785,TNRS_Accepted_name,,,,,,Soroveta ambigua,1,0,Soroveta ambigua,Soroveta ambigua,,1,Accepted,Soroveta ambigua,(Mast.) H.P.Linder & C.R.Hardy,Restionaceae,tpl, ,
1786,TNRS_Accepted_name,,,,,,Spergularia media,1,0,Spergularia media,Spergularia media,,1,Accepted,Spergularia media,(L.) C.Presl,Caryophyllaceae,tpl, ,
1788,TNRS_Accepted_name,,,,,,Spiloxene capensis,1,0,Spiloxene capensis,Spiloxene capensis,,1,Accepted,Spiloxene capensis,(L.) Garside,Hypoxidaceae,tpl, ,
1792,TNRS_Accepted_name,,,,,,Sporobolus africanus,1,0,Sporobolus africanus,Sporobolus africanus,,1,Accepted,Sporobolus africanus,(Poir.) Robyns & Tournay,Poaceae,tpl;tropicos, ,
1794,TNRS_Accepted_name,,,,,,Staavia radiata,1,0,Staavia radiata,Staavia radiata,,1,Accepted,Staavia radiata,(L.) Dahl,Bruniaceae,tpl;tropicos, ,
1795,TNRS_Accepted_name,,,,,,Staberoha banksii,1,0,Staberoha banksii,Staberoha banksii,,1,Accepted,Staberoha banksii,Pillans,Restionaceae,tpl;tropicos, ,
1796,TNRS_Accepted_name,,,,,,Staberoha cernua,1,0,Staberoha cernua,Staberoha cernua,,1,Accepted,Staberoha cernua,(L.f.) T.Durand & Schinz,Restionaceae,tpl, ,
1799,TNRS_Accepted_name,,,,,,Staberoha distachyos,1,0,Staberoha distachyos,Staberoha distachyos,,1,Accepted,Staberoha distachyos,(Rottb.) Kunth,Restionaceae,tpl, ,
1801,TNRS_Accepted_name,,,,,,Stachys aethiopica,1,0,Stachys aethiopica,Stachys aethiopica,,1,Accepted,Stachys aethiopica,L.,Lamiaceae,tpl;tropicos, ,
1802,TNRS_Accepted_name,,,,,,Stachys arvensis,1,0,Stachys arvensis,Stachys arvensis,,1,Accepted,Stachys arvensis,(L.) L.,Lamiaceae,tpl;usda, ,
1805,TNRS_Accepted_name,,,,,,Stilbe ericoides,1,0,Stilbe ericoides,Stilbe ericoides,,1,Accepted,Stilbe ericoides,(L.) L.,Stilbaceae,tpl, ,
1806,TNRS_Accepted_name,,,,,,Stilbe vestita,1,0,Stilbe vestita,Stilbe vestita,,1,Accepted,Stilbe vestita,Berg.,Stilbaceae,tpl, ,
1807,TNRS_Accepted_name,,,,,,Stipagrostis zeyheri,1,0,Stipagrostis zeyheri,Stipagrostis zeyheri,,1,Accepted,Stipagrostis zeyheri,(Nees) De Winter,Poaceae,tpl;tropicos, ,
1811,TNRS_Accepted_name,,,,,,Stoebe aethiopica,1,0,Stoebe aethiopica,Stoebe aethiopica,,1,Accepted,Stoebe aethiopica,L.,Asteraceae,gcc;tropicos, ,urn:lsid:compositae.org:names:1EDF2338-BCDA-4833-BC71-6E9A088F9049
1812,TNRS_Accepted_name,,,,,,Stoebe capitata,1,0,Stoebe capitata,Stoebe capitata,,1,Accepted,Stoebe capitata,P.J.Bergius,Asteraceae,gcc, ,urn:lsid:compositae.org:names:F5EB9D58-B6AF-4013-B523-E5B22DE82BB6
1814,TNRS_Accepted_name,,,,,,Stoebe cyathuloides,1,0,Stoebe cyathuloides,Stoebe cyathuloides,,1,Accepted,Stoebe cyathuloides,Schltr.,Asteraceae,gcc;tropicos, ,urn:lsid:compositae.org:names:EC649BD1-46FE-4FFB-BAF6-664F39475D34
1816,TNRS_Accepted_name,,,,,,Stoebe fusca,1,0,Stoebe fusca,Stoebe fusca,,1,Accepted,Stoebe fusca,(L.) Thunb.,Asteraceae,gcc, ,urn:lsid:compositae.org:names:13EB49A5-10BC-4322-A40F-5347E7CE12C8
1824,TNRS_Accepted_name,,,,,,Struthiola argentea,1,0,Struthiola argentea,Struthiola argentea,,1,Accepted,Struthiola argentea,Lehm.,Thymelaeaceae,tpl;tropicos, ,
1827,TNRS_Accepted_name,,,,,,Struthiola ciliata,1,0,Struthiola ciliata,Struthiola ciliata,,1,Accepted,Struthiola ciliata,(L.) Lam.,Thymelaeaceae,tpl;tropicos, ,
1830,TNRS_Accepted_name,,,,,,Struthiola dodecandra,1,0,Struthiola dodecandra,Struthiola dodecandra,,1,Accepted,Struthiola dodecandra,(L.) Druce,Thymelaeaceae,tpl;tropicos, ,
1834,TNRS_Accepted_name,,,,,,Struthiola striata,1,0,Struthiola striata,Struthiola striata,,1,Accepted,Struthiola striata,Lam.,Thymelaeaceae,tpl;tropicos, ,
1843,TNRS_Accepted_name,,,,,,Sutera tomentosa,0,0,Sutera tomentosa,Sutera tomentosa,,1,Accepted,Sutera tomentosa,Hiern,Scrophulariaceae,tpl;tropicos, ,
1846,TNRS_Accepted_name,,,,,,Syncarpha canescens,1,0,Syncarpha canescens,Syncarpha canescens,,1,Accepted,Syncarpha canescens,(L.) B.Nord.,Asteraceae,gcc, ,urn:lsid:compositae.org:names:348E9D56-26EF-4B81-9EF2-C8C1AC56AC22
1847,TNRS_Accepted_name,,,,,,Syncarpha gnaphaloides,1,0,Syncarpha gnaphaloides,Syncarpha gnaphaloides,,1,Accepted,Syncarpha gnaphaloides,(L.) DC.,Asteraceae,gcc;tropicos, ,urn:lsid:compositae.org:names:C604E917-6826-4BF9-ACF8-AB65427DBA5F
1850,TNRS_Accepted_name,,,,,,Syncarpha speciosissima,1,0,Syncarpha speciosissima,Syncarpha speciosissima,,1,Accepted,Syncarpha speciosissima,(L.) B.Nord.,Asteraceae,gcc, ,urn:lsid:compositae.org:names:1438B86A-8BD9-43C6-87B4-9E0DB8BB2786
1855,TNRS_Accepted_name,,,,,,Syncarpha vestita,1,0,Syncarpha vestita,Syncarpha vestita,,1,Accepted,Syncarpha vestita,(L.) B.Nord.,Asteraceae,gcc, ,urn:lsid:compositae.org:names:F8780709-5C11-4195-B230-18504006C981
1861,TNRS_Accepted_name,,,,,,Tarchonanthus camphoratus,0,1,Tarchonanthus camphoratus,Tarchonanthus camphoratus,,1,Accepted,Tarchonanthus camphoratus,L.,Asteraceae,gcc;tropicos, ,urn:lsid:compositae.org:names:CEB0A999-B38B-4A1F-8A28-6819AF54DD67
1864,TNRS_Accepted_name,,,,,,Tarchonanthus littoralis,1,0,Tarchonanthus littoralis,Tarchonanthus littoralis,,1,Accepted,Tarchonanthus littoralis,P.P.J.Herman,Asteraceae,gcc, ,urn:lsid:compositae.org:names:49136642-8D0F-4BCC-8C13-7855545194E7
1865,TNRS_Accepted_name,,,,,,Teedia lucida,1,0,Teedia lucida,Teedia lucida,,1,Accepted,Teedia lucida,(ex Sol.) Rudolphi,Scrophulariaceae,tpl;tropicos, ,
1866,TNRS_Accepted_name,,,,,,Tenaxia stricta,1,0,Tenaxia stricta,Tenaxia stricta,,1,Accepted,Tenaxia stricta,(Schrad.) N.P.Barker & H.P.Linder,Poaceae,tpl, ,
1867,TNRS_Accepted_name,,,,,,Tephrosia capensis,1,0,Tephrosia capensis,Tephrosia capensis,,1,Accepted,Tephrosia capensis,(Jacq.)Pers.,Fabaceae,ildis, ,
1870,TNRS_Accepted_name,,,,,,Tetragonia fruticosa,1,0,Tetragonia fruticosa,Tetragonia fruticosa,,1,Accepted,Tetragonia fruticosa,L.,Aizoaceae,tpl;tropicos, ,
1873,TNRS_Accepted_name,,,,,,Tetraria autumnalis,0,1,Tetraria autumnalis,Tetraria autumnalis,,1,Accepted,Tetraria autumnalis,Levyns,Cyperaceae,tpl, ,
1874,TNRS_Accepted_name,,,,,,Tetraria brachyphylla,1,0,Tetraria brachyphylla,Tetraria brachyphylla,,1,Accepted,Tetraria brachyphylla,Levyns,Cyperaceae,tpl;tropicos, ,
1877,TNRS_Accepted_name,,,,,,Tetraria bromoides,1,0,Tetraria bromoides,Tetraria bromoides,,1,Accepted,Tetraria bromoides,(Lam.) H.Pfeiff.,Cyperaceae,tpl, ,
1878,TNRS_Accepted_name,,,,,,Tetraria capillacea,1,0,Tetraria capillacea,Tetraria capillacea,,1,Accepted,Tetraria capillacea,(Thunb.) C.B.Clarke,Cyperaceae,tpl, ,
1879,TNRS_Accepted_name,,,,,,Tetraria compar,1,0,Tetraria compar,Tetraria compar,,1,Accepted,Tetraria compar,(L.) P.Beauv.,Cyperaceae,tpl, ,
1880,TNRS_Accepted_name,,,,,,tetraria cuspidata,0,0,tetraria cuspidata,Tetraria cuspidata,,1,Accepted,Tetraria cuspidata,(Rottb.) C.B.Clarke,Cyperaceae,tpl, ,
1881,TNRS_Accepted_name,,,,,,Tetraria cuspidata,1,0,Tetraria cuspidata,Tetraria cuspidata,,1,Accepted,Tetraria cuspidata,(Rottb.) C.B.Clarke,Cyperaceae,tpl, ,
1882,TNRS_Accepted_name,,,,,,Tetraria exilis,1,0,Tetraria exilis,Tetraria exilis,,1,Accepted,Tetraria exilis,Levyns,Cyperaceae,tpl, ,
1884,TNRS_Accepted_name,,,,,,Tetraria eximia,1,0,Tetraria eximia,Tetraria eximia,,1,Accepted,Tetraria eximia,C.B.Clarke,Cyperaceae,tpl, ,
1885,TNRS_Accepted_name,,,,,,Tetraria fasciata,1,0,Tetraria fasciata,Tetraria fasciata,,1,Accepted,Tetraria fasciata,(Rottb.) C.B.Clarke,Cyperaceae,tpl, ,
1886,TNRS_Accepted_name,,,,,,Tetraria fimbriolata,1,0,Tetraria fimbriolata,Tetraria fimbriolata,,1,Accepted,Tetraria fimbriolata,(Nees) C.B.Clarke,Cyperaceae,tpl, ,
1887,TNRS_Accepted_name,,,,,,Tetraria flexuosa,1,0,Tetraria flexuosa,Tetraria flexuosa,,1,Accepted,Tetraria flexuosa,(Thunb.) C.B.Clarke,Cyperaceae,tpl, ,
1891,TNRS_Accepted_name,,,,,,Tetraria microstachys,1,0,Tetraria microstachys,Tetraria microstachys,,1,Accepted,Tetraria microstachys,(Vahl) H.Pfeiff.,Cyperaceae,tpl, ,
1901,TNRS_Accepted_name,,,,,,Tetraria sylvatica,1,0,Tetraria sylvatica,Tetraria sylvatica,,1,Accepted,Tetraria sylvatica,(Nees) C.B.Clarke,Cyperaceae,tpl, ,
1903,TNRS_Accepted_name,,,,,,Tetraria thermalis,1,0,Tetraria thermalis,Tetraria thermalis,,1,Accepted,Tetraria thermalis,(L.) C.B.Clarke,Cyperaceae,tpl, ,
1904,TNRS_Accepted_name,,,,,,Tetraria ustulata,1,0,Tetraria ustulata,Tetraria ustulata,,1,Accepted,Tetraria ustulata,(L.) C.B.Clarke,Cyperaceae,tpl, ,
1912,TNRS_Accepted_name,,,,,,Thamnochortus arenarius,1,0,Thamnochortus arenarius,Thamnochortus arenarius,,1,Accepted,Thamnochortus arenarius,Esterh.,Restionaceae,tpl;tropicos, ,
1914,TNRS_Accepted_name,,,,,,Thamnochortus erectus,1,0,Thamnochortus erectus,Thamnochortus erectus,,1,Accepted,Thamnochortus erectus,(Thunb.) Mast.,Restionaceae,tpl, ,
1916,TNRS_Accepted_name,,,,,,Thamnochortus fruticosus,1,0,Thamnochortus fruticosus,Thamnochortus fruticosus,,1,Accepted,Thamnochortus fruticosus,P.J.Bergius,Restionaceae,tpl, ,
1917,TNRS_Accepted_name,,,,,,Thamnochortus gracilis,1,0,Thamnochortus gracilis,Thamnochortus gracilis,,1,Accepted,Thamnochortus gracilis,Mast.,Restionaceae,tpl;tropicos, ,
1919,TNRS_Accepted_name,,,,,,Thamnochortus lucens,1,0,Thamnochortus lucens,Thamnochortus lucens,,1,Accepted,Thamnochortus lucens,(Poir.) H.P.Linder,Restionaceae,tpl, ,
1921,TNRS_Accepted_name,,,,,,Thamnochortus obtusus,1,0,Thamnochortus obtusus,Thamnochortus obtusus,,1,Accepted,Thamnochortus obtusus,Pillans,Restionaceae,tpl;tropicos, ,
1923,TNRS_Accepted_name,,,,,,Thamnochortus sporadicus,1,0,Thamnochortus sporadicus,Thamnochortus sporadicus,,1,Accepted,Thamnochortus sporadicus,Pillans,Restionaceae,tpl;tropicos, ,
1930,TNRS_Accepted_name,,,,,,Themeda triandra,1,0,Themeda triandra,Themeda triandra,,1,Accepted,Themeda triandra,Forssk.,Poaceae,tpl;tropicos;usda, ,
1931,TNRS_Accepted_name,,,,,,Thereianthus bracteolatus,1,0,Thereianthus bracteolatus,Thereianthus bracteolatus,,1,Accepted,Thereianthus bracteolatus,(Lam.) G.J.Lewis,Iridaceae,tpl, ,
1934,TNRS_Accepted_name,,,,,,Thesidium fragile,1,0,Thesidium fragile,Thesidium fragile,,1,Accepted,Thesidium fragile,Sond.,Santalaceae,tpl;tropicos, ,
1935,TNRS_Accepted_name,,,,,,Thesium acuminatum,1,0,Thesium acuminatum,Thesium acuminatum,,1,Accepted,Thesium acuminatum,A.W. Hill,Santalaceae,tpl;tropicos, ,
1936,TNRS_Accepted_name,,,,,,Thesium aggregatum,1,0,Thesium aggregatum,Thesium aggregatum,,1,Accepted,Thesium aggregatum,A.W. Hill,Santalaceae,tpl;tropicos, ,
1937,TNRS_Accepted_name,,,,,,thesium capitatum,0,0,thesium capitatum,Thesium capitatum,,1,Accepted,Thesium capitatum,L.,Santalaceae,tpl;tropicos, ,
1938,TNRS_Accepted_name,,,,,,Thesium capitatum,1,0,Thesium capitatum,Thesium capitatum,,1,Accepted,Thesium capitatum,L.,Santalaceae,tpl;tropicos, ,
1940,TNRS_Accepted_name,,,,,,Thesium densiflorum,1,0,Thesium densiflorum,Thesium densiflorum,,1,Accepted,Thesium densiflorum,A. DC.,Santalaceae,tpl;tropicos, ,
1941,TNRS_Accepted_name,,,,,,Thesium funale,1,0,Thesium funale,Thesium funale,,1,Accepted,Thesium funale,L.,Santalaceae,tpl;tropicos, ,
1942,TNRS_Accepted_name,,,,,,Thesium pubescens,1,0,Thesium pubescens,Thesium pubescens,,1,Accepted,Thesium pubescens,A. DC.,Santalaceae,tpl;tropicos, ,
1950,TNRS_Accepted_name,,,,,,Thesium strictum,1,0,Thesium strictum,Thesium strictum,,1,Accepted,Thesium strictum,P.J. Bergius,Santalaceae,tpl;tropicos, ,
1955,TNRS_Accepted_name,,,,,,Thesium virgatum,1,0,Thesium virgatum,Thesium virgatum,,1,Accepted,Thesium virgatum,Lam.,Santalaceae,tpl;tropicos, ,
1956,TNRS_Accepted_name,,,,,,Thesium viridifolium,1,0,Thesium viridifolium,Thesium viridifolium,,1,Accepted,Thesium viridifolium,Levyns,Santalaceae,tpl;tropicos, ,
1958,TNRS_Accepted_name,,,,,,Thunbergiella filiformis,0,0,Thunbergiella filiformis,Thunbergiella filiformis,,1,Accepted,Thunbergiella filiformis,H. Wolff,Apiaceae,tpl, ,
1960,TNRS_Accepted_name,,,,,,Todea barbara,1,0,Todea barbara,Todea barbara,,1,Accepted,Todea barbara,T. Moore,Osmundaceae,tpl;tropicos, ,
1962,TNRS_Accepted_name,,,,,,Torilis arvensis,1,0,Torilis arvensis,Torilis arvensis,,1,Accepted,Torilis arvensis,(Huds.) Link,Apiaceae,tpl;tropicos;usda, ,
1970,TNRS_Accepted_name,,,,,,Trachyandra ciliata,1,0,Trachyandra ciliata,Trachyandra ciliata,,1,Accepted,Trachyandra ciliata,(L.f.) Kunth,Xanthorrhoeaceae,tpl, ,
1971,TNRS_Accepted_name,,,,,,Trachyandra hirsuta,1,0,Trachyandra hirsuta,Trachyandra hirsuta,,1,Accepted,Trachyandra hirsuta,(Thunb.) Kunth,Xanthorrhoeaceae,tpl, ,
1972,TNRS_Accepted_name,,,,,,Trachyandra hirsutiflora,1,0,Trachyandra hirsutiflora,Trachyandra hirsutiflora,,1,Accepted,Trachyandra hirsutiflora,(Adamson) Oberm.,Xanthorrhoeaceae,tpl, ,
