big_plot	plot	sub-plot	species	regen_mode	no	max_ht	prop_cov_alive	prop_cov	new_seed
21	21.1	21.1.1	Conyza_scabrida	s	4	100	100	20	4
21	21.1	21.1.1	Mariscus_thunbergii	s	0	80	50	2	0
21	21.1	21.1.1	Pennisetum_macrourum	s	1	50	10	100	0
21	21.1	21.1.2	Pennisetum_macrourum	s	1	100	25	100	0
21	21.2	21.2.3	Conyza_scabrida	s	0	100	100	50	0
21	21.2	21.2.3	Pennisetum_macrourum	r	1	60	50	100	0
21	21.2	21.2.4	Pennisetum_macrourum	r	1	60	25	100	0
21	21.3	21.3.5	Conyza_scabrida	s	2	100	100	90	0
21	21.3	21.3.5	Pennisetum_macrourum	r	1	60	20	100	0
21	21.3	21.3.6	Conyza_scabrida	s	1	40	100	10	0
21	21.3	21.3.6	Pennisetum_macrourum	r	1	60	25	100	0
21	21.4	21.4.7	Pennisetum_macrourum	r	1	60	25	100	0
21	21.4	21.4.7	Oxalis_sp.		1	30	100	0.1	0
21	21.4	21.4.8	Conyza_scabrida	s	1	100	100	40	1
21	21.4	21.4.8	Pennisetum_macrourum	r	1	80	25	100	0
21	21.4	21.4.8	Pentaschistis_ampla		1	50	50	0.1	0
21	21.5	21.5.9	Pennisetum_macrourum		1	50	20	100	0
21	21.5	21.5.9	Typha_capensis	r	1	50	0	10	0
21	21.5	21.5.10	Pennisetum_macrourum		1	50	20	100	0
21	21.5	21.5.10	Typha_capensis		1	80	0	20	0
21	21.6	21.6.11	Conyza_scabrida	s	1	80	100	30	0
21	21.6	21.6.11	Pennisetum_macrourum		1	35	20	20	0
21	21.6	21.6.11	Typha_capensis		3	200	0	75	0
21	21.6	21.6.12	Conyza_scabrida		4	120	75	40	0
21	21.6	21.6.12	Pennisetum_macrourum		1	70	50	100	0
22	22.1	22.1.1	Berzelia_lanuginosa	s	30	75	100	60	0
22	22.1	22.1.1	Metalasia_muricata	s	0	90	100	5	0
22	22.1	22.1.1	Pteridium_aquilinum	r	20	75	5	80	0
22	22.1	22.1.1	Schoenozipium_grassulus		10	40	50	2	0
22	22.1	22.1.2	Berzelia_lanuginosa	s	40	120	100	70	0
22	22.1	22.1.2	Ehrharta_rehamanii_subsp_subspicata		3	30	10	5	0
22	22.1	22.1.2	Restio_quadratus_?	r	3	100	100	40	0
22	22.2	22.2.3	Berzelia_lanuginosa		50	100	100	80	0
22	22.2	22.2.3	Ehrharta_rehamanii_subsp_subspicata		5	30	20	3	0
22	22.2	22.2.3	Erica_hirtiflora	s	1	100	100	20	1
22	22.2	22.2.3	Schoenozipium_grassulus		10	50	100	1	0
22	22.2	22.2.4	Berzelia_lanuginosa		30	60	100	70	0
22	22.2	22.2.4	Ehrharta_rehamanii_subsp_subspicata		4	20	50	0.1	0
22	22.2	22.2.4	Pennisetum_macrourum		3	80	20	40	0
22	22.2	22.2.4	Schoenozipium_grassulus		5	50	100	2	0
22	22.2	22.2.4	Oxalis_legume_sp.		10	1	100	0.1	0
22	22.3	22.3.5	Berzelia_lanuginosa	s	15	80	100	40	15
22	22.3	22.3.5	Ehrharta_rehamanii_subsp_subspicata		5	30	50	2	0
22	22.3	22.3.5	Restio_quadratus_?	r	1	100	100	10	0
22	22.3	22.3.5	Schoenozipium_grassulus		10	50	100	1	0
22	22.3	22.3.5	Oxalis_legume_sp.		10	15	100	0.1	0
22	22.3	22.3.5	Restio_sp		2	50	100	0.1	2
22	22.3	22.3.6	Ehrharta_rehamanii_subsp_subspicata		2	20	100	0.1	0
22	22.3	22.3.6	Imperata_cylindrica	r	4	30	50	5	0
22	22.3	22.3.6	Schoenozipium_grassulus		1	30	100	0.1	0
22	22.3	22.3.6	Oxalis_legume_sp.		20	10	100	0.1	0
22	22.3	22.3.6	Restio_quadratus_?	r	2	70	50	20	0
22	22.4	22.4.7	Berzelia_lanuginosa	s	12	80	100	50	0
22	22.4	22.4.7	Imperata_cylindrica	r	25	20	50	75	0
22	22.4	22.4.7	Restio_quadratus_?	r	1	100	100	10	0
22	22.4	22.4.8	Berzelia_lanuginosa	s	75	100	100	100	0
22	22.4	22.4.8	Ehrharta_rehamanii_subsp_subspicata	s	1	20	25	0.1	0
22	22.4	22.4.8	Erica_hirtiflora	s	1	100	100	5	0
22	22.4	22.4.8	Imperata_cylindrica	r	2	50	20	2	0
22	22.4	22.4.8	Schoenozipium_grassulus		5	80	100	1	0
22	22.5	22.5.9	Berzelia_lanuginosa	s	35	65	100	50	0
22	22.5	22.5.9	Ehrharta_rehamanii_subsp_subspicata	s	10	20	100	2	0
22	22.5	22.5.9	Imperata_cylindrica	r	5	20	50	5	0
22	22.5	22.5.9	Pteridium_aquilinum	r	2	35	20	4	0
22	22.5	22.5.9	Schoenozipium_grassulus		25	60	100	10	0
22	22.5	22.5.10	Berzelia_lanuginosa	s	35	70	100	70	0
22	22.5	22.5.10	Ehrharta_rehamanii_subsp_subspicata	s	2	5	10	1	0
22	22.5	22.5.10	Pteridium_aquilinum	r	1	40	100	0.1	0
22	22.5	22.5.10	Restio_quadratus_?	r	1	15	100	0.1	1
22	22.5	22.5.10	Schoenozipium_grassulus		5	40	100	0.1	0
22	22.5	22.5.10	Pentachistis_sp		1	20	100	1	0
22	22.5	22.5.10	Oxalis_legume_sp.		3	10	100	0.1	0
22	22.6	22.6.11	Berzelia_lanuginosa	s	40	90	100	100	0
22	22.6	22.6.11	Ehrharta_rehamanii_subsp_subspicata	s	1	35	80	0.1	0
22	22.6	22.6.11	Erica_hirtiflora	s	3	80	100	10	0
22	22.6	22.6.11	Ficinia_angustifolia	s	20	30	100	10	0
22	22.6	22.6.11	Pteridium_aquilinum	r	3	80	50	20	0
22	22.6	22.6.11	Morea_sp		1	40	100	0.1	0
22	22.6	22.6.12	Berzelia_lanuginosa		25	100	100	40	0
22	22.6	22.6.12	Ehrharta_rehamanii_subsp_subspicata		2	20	50	0.1	0
22	22.6	22.6.12	Pteridium_aquilinum		10	100	5	90	0
22	22.6	22.6.12	Schoenozipium_grassulus		1	40	100	0.1	0
22	22.6	22.6.12	Platycaulos_compressus		0	100	25	5	0
23	23.1	23.1.1_	Amphithalae_ericifolia		0	35	100	1	0
23	23.1	23.1.1_	Anexeton_laevae		4	45	100	2	4
23	23.1	23.1.1_	Cannamois_virgata		0	30	50	1	0
23	23.1	23.1.1_	Cullumia_setosa		7	70	75	5	7
23	23.1	23.1.1_	Leucadendron_laureolum		7	40	100	2	0
23	23.1	23.1.1_	Liparia_parva		2	25	100	3	0
23	23.1	23.1.1_	Pelargonium_cucullatum		1	85	100	1	0
23	23.1	23.1.1_	Pseudopentameris_macrantha	r	2	60	80	10	0
23	23.1	23.1.1_	Rhus_lucida	r	1	85	100	20	0
23	23.1	23.1.1_	Stoebe_cinerea	s	5	55	80	15	5
23	23.1	23.1.1_	Tetraria_eximia	r	1	35	100	0.1	0
23	23.1	23.1.1_	Thamnochortus_arenarius	s	2	15	100	0.1	0
23	23.1	23.1.1_	Roella_amplexicaulis	s	2	80	25	5	0
23	23.1	23.1.1_	Oxalis_sp		25	5	100	20	0
23	23.1	23.1.1_	Othonna_quiquidentata		1	150	50	5	0
23	23.1	23.1.1_	Aspalalthus_divaricata		0	10	100	2	0
23	23.1	23.1.1_	Ficinia_small	s	1	10	100	0.1	1
23	23.1	23.1.1_	Ficinia_large	s	12	25	100	5	12
23	23.1	23.1.1_	Tracheandra_tabularis_?	s	2	20	100	0.1	2
23	23.1	23.1.1_	Acacia_saligna	s	1	30	100	1	1
23	23.1	23.1.1_	Chrysocoma?_	s	1	30	100	0.1	1
23	23.1	23.1.2	Anexeton_laevae	s	3	20	100	1	3
23	23.1	23.1.2	Cannamois_virgata	r	1	40	50	5	0
23	23.1	23.1.2	Cullumia_setosa	s	1	15	100	0.1	1
23	23.1	23.1.2	Diospyros_glabra	s	1	30	100	5	0
23	23.1	23.1.2	Erica_abietina	s	1	20	100	2	1
23	23.1	23.1.2	Erica_similis	s	2	15	100	2	2
23	23.1	23.1.2	Mimetes_fibrifolius	r	1	200	0	100	0
23	23.1	23.1.2	Pseudopentameris_macrantha	r	4	65	80	20	0
23	23.1	23.1.2	Stoebe_cinerea	s	1	30	100	1	1
23	23.1	23.1.2	Thamnochortus_arenarius	s	2	20	100	2	2
23	23.1	23.1.2	Roella_amplexicaulis		8	35	25	5	0
23	23.1	23.1.2	Aspalalthus_divaricata	s	1	10	100	10	1
23	23.1	23.1.2	Ficinia_small	s	1	10	100	4	1
23	23.1	23.1.2	Erica_muscosa	s	1	30	100	1	1
23	23.1	23.1.2	Cassytha_ciliolata		0		100	3	0
23	23.2	23.2.3	Alciope_tabularis	r	1	30	100	10	0
23	23.2	23.2.3	Anexeton_laevae	s	8	50	100	2	8
23	23.2	23.2.3	Aspalalthus_divaricata	s	1	25	100	40	1
23	23.2	23.2.3	Bolusafra_bituminosa	s	0	15	100	1	0
23	23.2	23.2.3	Cullumia_setosa	s	1	65	100	3	1
23	23.2	23.2.3	Erica_abietina	s	1	60	100	2	1
23	23.2	23.2.3	Erica_similis	s	1	40	100	2	1
23	23.2	23.2.3	Leucadendron_laureolum	s	7	30	100	2	7
23	23.2	23.2.3	Pseudopentameris_macrantha	r	2	100	80	70	0
23	23.2	23.2.3	Stoebe_cinerea	s	3	65	100	10	3
23	23.2	23.2.3	Chrysocoma?_		1	35	100	0.1	0
23	23.2	23.2.3	Oxalis_sp		1	5	100	0.1	0
23	23.2	23.2.3	Ficinia_small		3	10	100	0.1	0
23	23.2	23.2.3	Ficinia_large		2	30	50	2	0
23	23.2	23.2.3	Roella_amplexicaulis		3	55	50	2	0
23	23.2	23.2.3	Cassytha_ciliolata		1	50	100	2	0
23	23.2	23.2.4	Anexeton_laevae	s	3	35	100	1	3
23	23.2	23.2.4	Anthospernum_aethiopicum	s	1	20	100	0.1	1
23	23.2	23.2.4	Aspalalthus_divaricata		0	10	100	0.1	0
23	23.2	23.2.4	Bolusafra_bituminosa	s	1	15	100	0.1	1
23	23.2	23.2.4	Cullumia_setosa		0	40	100	1	0
23	23.2	23.2.4	Erica_abietina	s	2	20	100	1	2
23	23.2	23.2.4	Erica_similis	s	2	20	100	1	2
23	23.2	23.2.4	Hypodiscus_aristatus	r	1	100	100	40	0
23	23.2	23.2.4	Leucadendron_laureolum	s	1	70	100	0.1	1
23	23.2	23.2.4	Mimetes_fibrifolius	s	1	25	100	1	1
23	23.2	23.2.4	Pseudopentameris_macrantha	r	4	100	80	15	0
23	23.2	23.2.4	Stoebe_cinerea	s	1	20	100	0.1	0
23	23.2	23.2.4	Thamnochortus_arenarius	s	5	15	100	1	5
23	23.2	23.2.4	Chrysocoma?_		1	45	100	1	0
23	23.2	23.2.4	Oxalis_sp		4	5	100	0.1	0
23	23.2	23.2.4	Ficinia_small		4	10	100	1	4
23	23.2	23.2.4	Roella_amplexicaulis		12	100	50	4	12
23	23.3	23.3.5	Aspalalthus_divaricata	s	0	10	100	1	0
23	23.3	23.3.5	Pelargonium_cucullatum	s	0	50	100	1	0
23	23.3	23.3.5	Cassytha_ciliolata		0	5	100	0.1	0
23	23.3	23.3.5	Crassula_fasicularis	s	1	10	100	0.1	1
23	23.3	23.3.5	Indigofera		1	5	100	0.1	0
23	23.3	23.3.6	Anexeton_laevae	s	4	50	100	4	4
23	23.3	23.3.6	Anthospernum_aethiopicum	s	1	20	100	0.1	0
23	23.3	23.3.6	Bolusafra_bituminosa	s	1	30	100	0.1	0
23	23.3	23.3.6	Cannamois_virgata		0	40	100	5	0
23	23.3	23.3.6	Cullumia_setosa		2	60	100	1	2
23	23.3	23.3.6	Erica_similis	s	2	30	100	2	2
23	23.3	23.3.6	Erica_subcapitata	s	1	25	100	0.1	1
23	23.3	23.3.6	Leucadendron_laureolum	s	12	50	100	4	12
23	23.3	23.3.6	Pelargonium_cucullatum	s	1	15	100	0.1	1
23	23.3	23.3.6	Pseudopentameris_macrantha	r	2	100	80	30	0
23	23.3	23.3.6	Stoebe_cinerea		6	40	100	4	0
23	23.3	23.3.6	Thamnochortus_arenarius	r	1	50	100	3	0
23	23.3	23.3.6	Crassula_fasicularis	s	1	20	100	0.1	1
23	23.3	23.3.6	Elegia_racemosa	r	1	130	100	50	0
23	23.3	23.3.6	Oxalis_sp		7	5	10	1	0
23	23.3	23.3.6	Ficinia_small		7	10	100	1	0
23	23.3	23.3.6	Roella_amplexicaulis		4	80	50	3	0
23	23.3	23.3.6	Roella_ciliata	s	1	20	25	1	1
23	23.3	23.3.6	Lachenalia_sp.	s	10	5	100	0.1	10
23	23.4	23.4.7	Anexeton_laevae	s	1	15	50	0.1	0
23	23.4	23.4.7	Aspalalthus_capensis	s	3	30	100	2	3
23	23.4	23.4.7	Erica_subcapitata	s	13	25	100	5	13
23	23.4	23.4.7	Hypodiscus_aristatus	r	1	40	50	1	0
23	23.4	23.4.7	Ischyrolepis_capensis	s	1	20	50	1	0
23	23.4	23.4.7	Tetraria_eximia	r	8	30	60	10	0
23	23.4	23.4.7	Thamnochortus_arenarius	s	4	10	50	0.1	4
23	23.4	23.4.7	Crassula_fasicularis	s	1	10	100	0.1	0
23	23.4	23.4.7	Roella_ciliata		1	25	50	0.1	0
23	23.4	23.4.7	Struthiola_ciliata		2	30	100	0.1	0
23	23.4	23.4.7	Aspalathus_divaricata		0	10	50	2	0
23	23.4	23.4.7	Ficinia_large		4	20	50	0.1	0
23	23.4	23.4.7	Acacia_saligna	s	2	30	100	1	2
23	23.4	23.4.7	Ficinia_small		2	10	50	0.1	0
23	23.4	23.4.7	Lobelia_cetaceae		2	20	50	0.1	0
23	23.4	23.4.7	Erepsia_sp	s	1	30	10	0.1	0
23	23.4	23.4.8	Anexeton_laevae	s	1	15	100	0.1	0
23	23.4	23.4.8	Anthospernum_aethiopicum	s	15	90	100	5	15
23	23.4	23.4.8	Cullumia_setosa	s	1	45	100	0.1	1
23	23.4	23.4.8	Leucadendron_laureolum	s	2	55	100	3	2
23	23.4	23.4.8	Pseudopentameris_macrantha		5	80	75	40	0
23	23.4	23.4.8	Thamnochortus_arenarius		2	40	100	1	0
23	23.4	23.4.8	Crassula_fasicularis		1	25	100	0.1	0
23	23.4	23.4.8	Struthiola_ciliata		1	35	100	3	0
23	23.4	23.4.8	Aspalathus_divaricata	s	1	10	100	1	1
23	23.4	23.4.8	Ficinia_large		3	30	100	1	0
23	23.4	23.4.8	Ficinia_small		2	10	100	2	0
23	23.4	23.4.8	Oxalis_sp		1	2	100	0.1	0
23	23.4	23.4.8	Pelargonium_cucullatum	s	1	30	100	0.1	1
23	23.4	23.4.8	Lachenalia_sp.		10	5	100	0.1	0
23	23.4	23.4.8	Bobania_ambigua		1	10	100	0.1	0
23	23.4	23.4.8	Ficinia_nigrescens		2	30	50	0.1	0
23	23.4	23.4.8	Roella_amplexicaulis	s	1	4	50	1	1
23	23.5	23.5.9	Anexeton_laevae	s	16	40	100	10	0
23	23.5	23.5.9	Babiana_ambigua	s	9	10	100	0.1	0
23	23.5	23.5.9	Cullumia_setosa	s	4	35	75	2	4
23	23.5	23.5.9	Edmondia_sesamoides	s	2	15	50	0.1	1
23	23.5	23.5.9	Erica_similis	s	5	15	100	2	0
23	23.5	23.5.9	Hypodiscus_aristatus	r	2	50	75	15	0
23	23.5	23.5.9	Leucadendron_laureolum	s	1	35	100	1	1
23	23.5	23.5.9	Stoebe_cinerea	s	2	20	100	1	0
23	23.5	23.5.9	Thamnochortus_arenarius	s	5	10	100	1	0
23	23.5	23.5.9	Thamnochortus_fruticosus	r	15	20	75	8	0
23	23.5	23.5.9	Crassula_fasicularis	s	1	10	100	0.1	1
23	23.5	23.5.9	Microdon_dubium	s	2	20	100	2	2
23	23.5	23.5.9	Roella_ciliata	s	5	25	50	0.1	5
23	23.5	23.5.9	Oxalis_sp		3	5	100	0.1	0
23	23.5	23.5.9	Struthiola_ciliata		1	15	100	0.1	0
23	23.5	23.5.9	Lobelia_cetaceae		5	15	100	0.1	0
23	23.5	23.5.9	Treteria_sp_2		12	20	80	2	0
23	23.5	23.5.9	Lyperia_carva	r	1	30	100	5	0
23	23.5	23.5.9	Ficina_small		3	10	100	0.1	0
23	23.5	23.5.9	Struthiola_dodecandra		1	15	100	0.1	0
23	23.5	23.5.10	Anexeton_laevae	s	7	60	100	5	0
23	23.5	23.5.10	Cullumia_setosa		1	50	100	3	0
23	23.5	23.5.10	Erica_similis	s	1	20	100	1	1
23	23.5	23.5.10	Ischyrolepis_cincinnata		3	30	100	1	3
23	23.5	23.5.10	Mimetes_fibrifolius		0	200	1	75	0
23	23.5	23.5.10	Pseudopentameris_macrantha	s	1	60	100	1	1
23	23.5	23.5.10	Stoebe_cinerea		1	40	100	3	1
23	23.5	23.5.10	Struthiolia_ciliata		1	30	100	1	1
23	23.5	23.5.10	Ficina_small		8	10	100	2	8
23	23.5	23.5.10	Aspalathus_divaricata		0	20	100	15	0
23	23.5	23.5.10	Senecio_umbellatus	s	1	50	80	3	1
23	23.6	23.6.11	Anexeton_laevae	s	13	40	100	5	0
23	23.6	23.6.11	Aspalathus_divaricata	s	0	10	100	1	0
23	23.6	23.6.11	Cannamois_virgata	r	0	40	75	1	0
23	23.6	23.6.11	Cullumia_setosa	s	4	40	80	10	0
23	23.6	23.6.11	Edmondia_sesamoides	s	1	20	100	0.1	0
23	23.6	23.6.11	Erica_similis	s	10	30	100	20	0
23	23.6	23.6.11	Erica_subcapitata	s	1	40	100	2	1
23	23.6	23.6.11	Ischyrolepis_cincinnata		1	15	100	2	0
23	23.6	23.6.11	Leucadendron_laureolum	s	1	30	100	0.1	1
23	23.6	23.6.11	Pseudopentameris_macrantha	r	3	30	80	5	0
23	23.6	23.6.11	Stoebe_cinerea	s	3	40	100	8	0
23	23.6	23.6.11	Thamnocortus_arenarius		3	20	100	1	0
23	23.6	23.6.11	Ficinia_nigrescens		6	20	80	4	0
23	23.6	23.6.11	Ficinia_small	s	3	10	80	1	3
23	23.6	23.6.11	Roella_ciliata		3	25	50	0.1	0
23	23.6	23.6.11	Erica_sp_1		0	25	100	1	0
23	23.6	23.6.11	Oxalis_sp		3	2	100	0.1	0
23	23.6	23.6.11	Roella_amplexicaulis		4	60	20	2	0
23	23.6	23.6.12	Anthospernum_aethiopicum	s	1	5	100	0.1	1
23	23.6	23.6.12	Ischyrolepis_cincinnata		10	15	100	5	0
23	23.6	23.6.12	Leucadendron_laureolum		1	25	100	1	1
23	23.6	23.6.12	Pseudopentameris_macrantha		1	100	80	25	0
23	23.6	23.6.12	Stoebe_cinerea		4	25	100	2	0
23	23.6	23.6.12	Crassula_fasicularis		2	40	80	2	0
23	23.6	23.6.12	Ficinia_nigrescens		1	24	100	0.1	1
23	23.6	23.6.12	Ficinia_small		2	10	100	0.1	0
23	23.6	23.6.12	Thesium_strictum	s	1	100	100	5	1
23	23.6	23.6.12	Thesium_sp		1	60	100	2	0
23	23.6	23.6.12	Lexaton_levi		4	50	100	2	0
23	23.6	23.6.12	Erica_muscosa	s	1	35	100	1	1
23	23.6	23.6.12	Othonna_quiquidentata		1	50	100	1	0
25	25.1	25.1.1	Aspalathus_ericifolia	s	1	50	100	25	1
25	25.1	25.1.1	Cassytha_ciliolata		1	50	100	10	0
25	25.1	25.1.1	Chrysanthemoides_monolifera	s	1	65	100	20	0
25	25.1	25.1.1	Ficinia_nigrescens	s	4	15	0	2	0
25	25.1	25.1.1	Lampranthus_emarginatus_?_		5	40	0	10	0
25	25.1	25.1.1	Roella_ciliata		3	50	0	20	0
25	25.1	25.1.1	Thesium_strictum	s	1	90	100	10	0
25	25.1	25.1.1	Stripagrostis_zeyheri	r	1	70	75	30	0
25	25.1	25.1.1	Passerina_corymbosa	s	1	35	100	1	1
25	25.1	25.1.2	Cassytha_ciliolata		1	25	50	40	0
25	25.1	25.1.2	Cymbopogon_marginatus	s	1	20	25	2	1
25	25.1	25.1.2	Euryops_abrotanifolius		1	40	50	10	0
25	25.1	25.1.2	Lampranthus_emarginatus_?_		20	30	0	25	0
25	25.1	25.1.2	Roella_ciliata		2	25	10	20	0
25	25.1	25.1.2	Thesium_strictum		2	70	100	10	2
25	25.1	25.1.2	oxalis_sp		10	5	100	1	0
25	25.2	25.2.3	Aspalathus_chenopoda	s	3	55	60	50	3
25	25.2	25.2.3	Aspalathus_ericifolia	s	1	45	100	20	1
25	25.2	25.2.3	Cassytha_ciliolata		1	30	50	10	0
25	25.2	25.2.3	Cymbopogon_marginatus	s	1	25	50	10	0
25	25.2	25.2.3	Ficinia_nigrescens		2	25	0	3	0
25	25.2	25.2.3	Lampranthus_emarginatus_?_		5	3	0	10	0
25	25.2	25.2.3	Olea_capensis	r	0	65	100	5	0
25	25.2	25.2.3	Roella_ciliata		1	25	25	1	0
25	25.2	25.2.3	Struthiola_ciliata	s	2	55	100	5	2
25	25.2	25.2.3	Thesium_strictum	r	0	60	100	5	0
25	25.2	25.2.3	Tricocephalus_stipularus		0	20	100	0.1	0
25	25.2	25.2.4	Acacia_cyclops		1	40	100	5	1
25	25.2	25.2.4	Aspalathus_ericifolia		4	40	100	70	0
25	25.2	25.2.4	Cassytha_ciliolata		1	40	50	30	0
25	25.2	25.2.4	Cymbopogon_marginatus		1	50	0	3	0
25	25.2	25.2.4	Hermannia_flamula	s	1	15	100	0.1	1
25	25.2	25.2.4	Struthiola_ciliata	s	2	50	100	3	2
25	25.2	25.2.4	Thesium_strictum	r	1	90	100	10	1
25	25.2	25.2.4	oxalis_sp		7	15	100	2	0
25	25.3	25.3.5	Aspalathus_chenopoda	s	1	70	100	50	1
25	25.3	25.3.5	Aspalathus_ericifolia	s	2	30	100	5	2
25	25.3	25.3.5	Cassytha_ciliolata		1	30	50	20	0
25	25.3	25.3.5	Cymbopogon_marginatus		1	30	50	1	0
25	25.3	25.3.5	Roella_ciliata		5	30	10	5	0
25	25.3	25.3.5	Struthiola_ciliata		1	35	100	5	0
25	25.3	25.3.5	Thesium_strictum	r	1	80	100	10	1
25	25.3	25.3.5	Stripagrostis_zeyheri		0	40	50	5	0
25	25.3	25.3.5	oxalis_pink_leaf		2	10	100	0.1	2
25	25.3	25.3.5	Othonna_quiquidentata		1	70	50	3	1
25	25.3	25.3.6	Acacia_cyclops		1	25	100	0.1	1
25	25.3	25.3.6	Cymbopogon_marginatus		1	25	50	1	1
25	25.3	25.3.6	Ehrharta_calycina		3	25	25	2	0
25	25.3	25.3.6	Ficinia_nigrescens		10	15	15	5	0
25	25.3	25.3.6	Lampranthus_emarginatus_?_		10	30	0	5	0
25	25.3	25.3.6	Olea_capensis	r	1	40	100	3	0
25	25.3	25.3.6	Pelargonium_triste		1	5	100	0.1	0
25	25.3	25.3.6	Roella_ciliata		1	25	5	2	0
25	25.3	25.3.6	oxalis_pink_leaf		2	5	100	0.1	0
25	25.3	25.3.6	oxalis_thin_leaf		10	15	100	1	0
25	25.3	25.3.6	Apiaceae_sp-adenocline		2	15	100	1	0
25	25.3	25.3.6	Pentachistis_barbarta		1	10	5	0.1	0
25	25.4	25.4.7	Aspalathus_chenopoda		2	50	100	45	2
25	25.4	25.4.7	Aspalathus_ericifolia	s	5	40	100	55	5
25	25.4	25.4.7	Cassytha_ciliolata		1	40	50	30	0
25	25.4	25.4.7	Euphorbia_erythrina	s	1	30	100	0.1	1
25	25.4	25.4.7	Ficinia_nigrescens		1	25	50	5	1
25	25.4	25.4.7	Lampranthus_emarginatus_?_		1	25	50	1	0
25	25.4	25.4.7	Roella_ciliata		1	35	0	2	0
25	25.4	25.4.7	Thesium_strictum		0	100	100	15	0
25	25.4	25.4.7	oxalis_thin_leaf		1	5	100	0.1	0
25	25.4	25.4.8	Acacia_cyclops		1	50	100	1	1
25	25.4	25.4.8	Aspalathus_chenopoda		0	60	50	40	0
25	25.4	25.4.8	Aspalathus_ericifolia		3	35	100	10	0
25	25.4	25.4.8	Cassytha_ciliolata		1	40	50	50	0
25	25.4	25.4.8	Euryops_abrotanifolius		2	50	100	10	2
25	25.4	25.4.8	Lampranthus_emarginatus_?_		5	30	0	5	0
25	25.4	25.4.8	Roella_ciliata		2	30	0	3	0
25	25.4	25.4.8	Struthiola_ciliata		1	40	100	5	1
25	25.4	25.4.8	oxalis_thin_leaf		3	10	100	0.1	0
25	25.5	25.5.9	Cassytha_ciliolata		1	30	50	30	0
25	25.5	25.5.9	Cymbopogon_marginatus		1	30	50	3	0
25	25.5	25.5.9	Hermannia_flamula		0	10	100	0.1	0
25	25.5	25.5.9	Thesium_strictum		3	90	100	10	3
25	25.5	25.5.9	Ischyrolepus_capensis		1	50	100	0.1	0
25	25.5	25.5.10	Aspalathus_ericifolia		1	30	100	10	0
25	25.5	25.5.10	Euryops_abrotanifolius		4	20	100	0.1	0
25	25.5	25.5.10	Ficinia_nigrescens		1	15	50	0.1	0
25	25.5	25.5.10	Lampranthus_emarginatus_?_		10	25	0	5	0
25	25.5	25.5.10	Roella_ciliata		10	20	0	15	0
25	25.5	25.5.10	Stipagrostis_zeyheri	s	1	40	10	10	1
25	25.5	25.5.10	Struthiola_ciliata		6	35	100	15	0
25	25.5	25.5.10	Thesium_strictum	s	2	50	50	10	0
25	25.5	25.5.10	Ischyrolepus_capensis		1	15	50	1	1
25	25.5	25.5.10	oxalis_pink_leaf		20	10	100	1	0
25	25.6	25.6.11	Cassytha_ciliolata		1	30	50	10	0
25	25.6	25.6.11	Chrysanthemoides_monolifera	s	1	75	100	20	1
25	25.6	25.6.11	Euphorbia_erythrina	s	1	20	100	0.1	1
25	25.6	25.6.11	Ficinia_nigrescens		10	20	10	10	0
25	25.6	25.6.11	Hermannia_flamula		2	10	100	0.1	0
25	25.6	25.6.11	Stipagrostis_zeyheri		1	50	10	25	0
25	25.6	25.6.11	Thesium_strictum		2	80	100	25	0
25	25.6	25.6.11	Stipagrostis_zeyheri	s	1	25	100	0.1	1
25	25.6	25.6.11	Androcimbium_ucomoides		1	10	100	0.1	0
25	25.6	25.6.11	Crassula_fasicularis		1	25	0	0.1	0
25	25.6	25.6.12	Aspalathus_chenopoda	s	1	45	100	40	1
25	25.6	25.6.12	Cassytha_cilliolata		1	25	50	20	0
25	25.6	25.6.12	Euryops_abrotanifolius	s	6	45	100	8	6
25	25.6	25.6.12	Hermannia_flamula		2	25	100	1	0
25	25.6	25.6.12	Lampranthus_emarginatus_?_		10	25	0	10	0
25	25.6	25.6.12	Roella_ciliata		2	20	0	10	0
25	25.6	25.6.12	Struthiola_ciliata		1	40	100	2	0
25	25.6	25.6.12	Thesium_strictum		1	95	100	10	0
25	25.6	25.6.12	oxalis_pink_leaf		1	10	100	0.1	0
25	25.6	25.6.12	Elytropappus_scaber		1	30	100	10	0
28	28.1	28.1.1	Chrysanthemoides_monolifera	s	0	80	100	5	0
28	28.1	28.1.1	Ehrharta_ramosa	s	0	80	40	5	0
28	28.1	28.1.1	Rhus_lucida	s	6	30	100	2	6
28	28.1	28.1.1	Oxalis_prescaparii	s	10	10	100	1	10
28	28.1	28.1.1	Pennecetum_clandestynum		1	60	50	10	0
28	28.1	28.1.2	Syphia_digitata		15	10	100	0.1	15
28	28.1	28.1.2	Watsonia_barbonica		6	40	100	1	6
28	28.1	28.1.2	Oxalis_sp._3		4	5	100	3	4
28	28.1	28.1.2	Tritoniopsis_triticea	r	1	40	50	1	0
28	28.1	28.1.2	Thamnochortus_fruticosus	s	2	15	100	0.1	2
28	28.1	28.1.2	Passerina_corymbosa		2	15	100	0.1	2
28	28.1	28.1.2	Macrostylis_villosa	r	1	30	100	5	0
28	28.1	28.1.2	Ischyrolepis_capensis		3	50	100	5	0
28	28.1	28.1.2	Ficina_nigrescens		2	30	50	2	0
28	28.1	28.1.2	Aspalathus_ericifolia	s	1	35	100	0.1	1
28	28.2	28.2.3	Briza_maxima	s	10	10	100	0.1	0
