Site/plot	Subplot	Date	Genus	species	Regen_mode	no	Max_height	prop_cov_alive	prop_cov
48.2	D	14.01.15	Searsia	lucida	R	0	100	1	1
48.2	D	14.01.15	Osteospermum	monoliferum	S	0	120	1	1
48.2	D	14.01.15	Pentameris	airoides	S	3	10	0	2
48.2	D	14.01.15	Tribolium	uniolae	S	3	50	1	3
48.2	D	14.01.15	Ficinia	nigrescens	S	1	30	1	2
48.2	D	14.01.15	Aspalathus	ericoides	S	1	70	3	4
48.2	D	14.01.15	Aspalathus	lignosus	R	0	40	1	5
48.3	E	14.01.15	Erica	plukenetii	S	5	110	75	75
48.3	E	14.01.15	Elytropappus	scaber	S	2	110	40	40
48.3	E	14.01.15	Anthospermum	aethiopicum	S	2	110	20	20
48.3	E	14.01.15	Passerina	corymbosa	S	2	50	3	3
48.3	E	14.01.15	Watsonia	borbonica	R	0	50	0	1
48.3	E	14.01.15	Acacia	saligna	S	0	200	4	4
48.3	E	14.01.15	Hypodiscus	willdenowii	R	1	20	4	4
48.3	F	14.01.15	Watsonia	borbonica	S	2	50	0	10
48.3	F	14.01.15	Acacia	saligna	S	5	230	40	40
48.3	F	14.01.15	Passerina	corymbosa	S	5	60	20	20
48.3	F	14.01.15	Tribolium	uniolae	S	3	40	1	2
48.3	F	14.01.15	Elytropappus	scaber	S	2	50	25	25
48.3	F	14.01.15	Erica	plukenetii	S	0	40	2	2
48.3	F	14.01.15	Aspalathus	ericifolia	S	1	40	0	5
48.4	G	14.01.15	Acacia	saligna	S	3	200	60	60
48.4	G	14.01.15	Tribolium	uniolae	S	3	40	3	3
48.4	G	14.01.15	Watsonia	borbonica	R	5	80	0	20
48.4	G	14.01.15	Aspalathus	ericifolia	S	2	60	10	10
48.4	G	14.01.15	Passerina	corymbosa	S	3	100	20	20
48.4	G	14.01.15	Geochloa	rufa	R	1	15	2	2
48.4	G	14.01.15	Searsia	lucida	S	1	5	0.5	0.5
48.4	G	14.01.15	Diosma	hirsuta	S	1	4	0.3	0.3
48.4	H	14.01.15	Passerina	corymbosa	S	1	100	2	2
48.4	H	14.01.15	Metalasia	densa	S	2	80	50	50
48.4	H	14.01.15	Restio	capensis	R	4	35	20	40
48.4	H	14.01.15	Watsonia	borbonica	R	0	70	0	3
48.4	H	14.01.15	Pentameris	airoides	S	2	20	0	2
48.5	I	14.01.15	Chironia	baccifera	S	0	60	15	15
48.5	I	14.01.15	Colpoon	compressum	R	0	210	100	100
48.5	I	14.01.15	Chasmanthe	aethiopica	R	5	50	0	15
48.5	I	14.01.15	Searsia	lucida	R	0	130	10	10
48.5	I	14.01.15	Watsonia	borbonica	S	5	3	0	10
48.5	J	14.01.15	Watsonia	borbonica	R	1	60	0	3
48.5	J	14.01.15	Erica	plukenetii	S	3	90	30	30
48.5	J	14.01.15	Elytropappus	scaber	S	1	80	25	25
48.5	J	14.01.15	Metalasia	densa	S	1	90	20	20
48.5	J	14.01.15	Passerina	corymbosa	S	2	45	5	5
48.5	J	14.01.15	Restio	capensis	S	2	15	1	2
48.6	K	14.01.15	Struthiola	ciliata	S	1	50	2	2
48.6	K	14.01.15	Anthospermum	aethiopicum	S	1	100	2	2
48.6	K	14.01.15	Acacia	saligna	S	2	120	10	10
48.6	K	14.01.15	Metalasia	densa	S	1	75	25	25
48.6	K	14.01.15	Erica	plukenetii	S	5	65	30	30
48.6	K	14.01.15	Elytropappus	scaber	S	1	70	20	20
48.6	K	14.01.15	Passerina	corymbosa	S	2	50	5	5
48.6	K	14.01.15	Watsonia	borbonica	S	1	40	0	1
48.6	L	14.01.15	Protea	nitida	R	0	140	40	40
48.6	L	14.01.15	Elytropappus	scaber	S	2	80	90	90
48.6	L	14.01.15	Anthospermum	aethiopicum	S	2	80	2	2
48.6	L	14.01.15	Passerina	corymbosa	S	2	70	3	3
48.6	L	14.01.15	Acacia	saligna	S	0	250	30	30
48.6	L	14.01.15	Metalasia	densa	S	1	100	10	10
48.6	L	14.01.15	Ficinia	filiformis	S	2	10	1	2
48.6	L	14.01.15	Watsonia	borbonica	S	2	40	0	3
48.6	L	14.01.15	Colpoon	compressum	S	1	30	1	1
1.1	A	04.12.14	Cliffortia	stricta	S	1	65	4	6
1.1	A	04.12.14	Stoebe	aethiopica	S	1	60	0	25
1.1	A	04.12.14	Mastersiella	digitata	S	2	40	10	25
1.1	A	04.12.14	Tribolium	uniolae	S	1	40	2	5
1.1	A	04.12.14	Watsonia	borbonica	R	1	100	5	15
1.1	A	04.12.14	Leucadendron	laureolum	S	0	140	10	10
1.1	A	04.12.14	Tetraria	compar	S	1	10	2	2
1.1	A	04.12.14	Willdenowia	teres	S	2	15	1	3
1.1	A	04.12.14	Elegia	racemosa	S	1	60	0	25
1.1	A	04.12.14	Restio	cincinnatus	S	1	3	0.2	0.2
1.1	B	04.12.14	Tetraria	fimbriolata	S	1	40	10	10
1.1	B	04.12.14	Passerina	corymbosa	S	1	15	0.3	0.3
1.1	B	04.12.14	Lobelia	pinifolia	S	1	30	8	8
1.1	B	04.12.14	Tetraria	exilis	S	1	30	15	15
1.1	B	04.12.14	Cliffortia	stricta	S	1	150	20	40
1.1	B	04.12.14	Leucospermum	conocarpodendron	S	1	30	1	1
1.1	B	04.12.14	Leucadendron	laureolum	S	0	160	40	40
1.1	B	04.12.14	Phylica	imberbis	S	1	10	2	2
1.1	B	04.12.14	Tricocephalus	stipularis	R	0	30	2	5
1.1	B	04.12.14	Lichtensteinia	lacera	S	1	2	0.2	0.2
1.1	B	04.12.14	Mastersiella	digitata	S	2	40	0	20
1.1	B	04.12.14	Cliffortia	filifolia	S	1	10	0.5	0.5
1.1	B	04.12.14	Hypodiscus	willdenowia	S	2	30	2	2
1.1	B	04.12.14	Ficinia	oligantha	S	1	10	0.2	0.2
1.1	B	04.12.14	Geochloa	rufa	R	2	20	3	3
1.1	B	04.12.14	Watsonia	borbonica	S	0	30	0.5	0.5
1.2	C	04.12.14	Mastersiella	digitata	S	1	50	30	45
1.2	C	04.12.14	Elytropappus	scaber	S	1	25	8	8
1.2	C	04.12.14	Leucadendron	laureolum	S	1	150	50	50
1.2	C	04.12.14	Protea	lepidocarpodendron	S	0	230	80	80
1.2	C	04.12.14	Cliffortia	filifolia	S	1	30	1	1
1.2	C	04.12.14	Anthospermum	aethiopicum	S	1	10	0.3	0.3
1.2	C	04.12.14	Willdenowia	teres	S	1	15	1	1
1.2	C	04.12.14	Pinus	sp	S	1	20	0.5	0.5
1.2	C	04.12.14	Watsonia	borbonica	S	1	10	0.2	0.2
1.2	D	04.12.14	Erica	similis	S	2	40	50	50
1.2	D	04.12.14	Ficinia	oligantha	S	1	10	0.5	0.5
1.2	D	04.12.14	Mastersiella	digitata	S	4	60	20	30
1.2	D	04.12.14	Cliffortia	stricta	S	1	160	15	25
1.2	D	04.12.14	Clutia	polygaloides	S	1	30	1	1
1.2	D	04.12.14	Leucadendron	laureolum	S	0	140	10	10
1.2	D	04.12.14	Bobartia	gladiata	S	3	10	0.5	0.5
1.2	D	04.12.14	Geochloa	rufa	R	2	20	5	5
1.2	D	04.12.14	Gnidia	pinifolius	S	0	50	1	1
1.2	D	04.12.14	Tetraria	exilis	S	1	20	1	1
1.2	D	04.12.14	Restio	filiformis	S	0	40	0.5	0.5
1.2	D	04.12.14	Schizea	pectinata	S	1	20	0	2
1.2	D	04.12.14	Willdenowia	teres	S	1	15	1	1
1.2	D	04.12.14	Lanaria	lanata	S	1	5	0.3	0.3
1.3	E	04.12.14	Thamnochortus	lucens	S	1	45	1	2
1.3	E	04.12.14	Cliffortia	filifolia	S	1	35	0.5	0.5
1.3	E	04.12.14	Mastersiella	digitata	S	3	45	20	55
1.3	E	04.12.14	Leucadendron	laureolum	S	0	90	1	1
1.3	E	04.12.14	Geochloa	rufa	R	1	20	2	3
1.3	E	04.12.14	Tetraria	fimbriolata	S	3	40	8	8
1.3	E	04.12.14	Peucedanum	strictum	S	1	25	1	1
1.3	E	04.12.14	Anthospermum	aethiopicum	S	1	40	1	1
1.3	E	04.12.14	Tetraria	sylvatica	S	1	30	2	2
1.3	E	04.12.14	Willdenowia	teres	S	1	15	1	1
1.3	F	04.12.14	Leucospermum	conocarpodendron	S	1	70	2	2
1.3	F	04.12.14	Willdenowia	teres	S	1	40	2	2
1.3	F	04.12.14	Ehrharta	longifolia	R	1	30	20	20
1.3	F	04.12.14	Myrsine	africana	S	2	40	1	1
1.3	F	04.12.14	Phylica	imberbis	S	1	20	1	1
1.3	F	04.12.14	Tetraria	sylvatica	S	1	30	20	20
1.3	F	04.12.14	Tetraria	fimbriolata	S	2	20	2	2
1.3	F	04.12.14	Erica	cerinthoides	S	1	20	1	1
1.3	F	04.12.14	Erica	similis	S	0	40	1	1
1.3	F	04.12.14	Tribolium	uniolae	S	2	35	1	1
1.3	F	04.12.14	Searsia	lucida	S	1	50	1	1
1.3	F	04.12.14	Leucadendron	laureolum_(dead)	S	1	120	0	25
1.3	F	04.12.14	Leucadendron	laureolum_(alive)	S	1	150	30	30
1.3	F	04.12.14	Bobartia	gladiata	S	1	15	1	1
1.3	F	04.12.14	Adenandra	villosa	S	1	20	0.2	0.2
1.3	F	04.12.14	Passerina	corymbosa	S	0	150	2	2
1.4	G	04.12.14	Leucospermum	conocarpodendron	S	1	40	2	2
1.4	G	04.12.14	Erica	similis	S	1	80	20	20
1.4	G	04.12.14	Erica	plukenetii	S	1	20	1	1
1.4	G	04.12.14	Staavia	radiata	R	0	100	10	10
1.4	G	04.12.14	Leucadendron	laureolum	S	2	200	75	75
1.4	G	04.12.14	Erica	cerinthoides	S	2	20	2	2
1.4	G	04.12.14	Cliffortia	stricta	S	3	150	10	35
1.4	G	04.12.14	Bobartia	gladiata	S	1	30	3	3
1.4	G	04.12.14	Clutia	polygaloides	S	1	20	2	2
1.4	G	04.12.14	Willdenowia	teres	S	2	35	2	2
1.4	G	04.12.14	Geochloa	rufa	R	2	20	3	5
1.4	G	04.12.14	Restio	capensis	S	1	30	1	3
1.4	H	04.12.14	Oxalis	sp	S	1	1	0.1	0.1
1.4	H	04.12.14	Searsia	lucida	R	1	100	10	10
1.4	H	04.12.14	Cliffortia	stricta	S	5	175	35	55
1.4	H	04.12.14	Erica	cerinthoides	S	2	20	3	3
1.4	H	04.12.14	Erica	similis	S	2	50	40	40
1.4	H	04.12.14	Leucospermum	conocarpodendron	S	2	110	5	5
1.4	H	04.12.14	Agathosma	imbricata	S	1	20	1	1
1.4	H	04.12.14	Protea	lepidocarpodendron	S	0	250	10	10
1.4	H	04.12.14	Leucadendron	laureolum	S	0	180	2	2
1.4	H	04.12.14	Restio	capensis	S	1	25	1	2
1.4	H	04.12.14	Gnidia	juniperifolia	S	1	25	0.5	0.5
1.4	H	04.12.14	Elytropappus	scaber	S	1	10	1	2
1.4	H	04.12.14	Willdenowia	teres	S	0	30	1	1
1.4	H	04.12.14	Geochloa	rufa	R	0	30	2	4
1.5	I	05.12.14	Passerina	corymbosa	S	1	130	30	30
1.5	I	05.12.14	Cliffortia	stricta	S	2	160	35	35
1.5	I	05.12.14	Erica	plukenetii	S	1	50	3	3
1.5	I	05.12.14	Leucospermum	conocarpodendron	S	2	80	5	5
1.5	I	05.12.14	Leucadendron	laureolum	S	0	150	20	20
1.5	I	05.12.14	Osteospermum	ciliatum	S	2	10	1	1
1.5	I	05.12.14	Protea	lepidocarpodendron	S	0	300	10	10
1.5	I	05.12.14	Restio	capensis	S	3	30	1	3
1.5	I	05.12.14	Mastersiella	digitata	S	1	40	10	25
1.5	I	05.12.14	Ficinia	oligantha	S	4	10	3	3
1.5	I	05.12.14	Erica	abietina	S	0	40	1	1
1.5	I	05.12.14	Trichocephalus	stipularis	S	0	30	1	1
1.5	J	05.12.14	Searsia	tomentosa	R	1	75	5	15
1.5	J	05.12.14	Leucadendron	laureolum	S	0	140	35	50
1.5	J	05.12.14	Mastersiella	digitata	S	1	40	2	25
1.5	J	05.12.14	Phylica	imberbis	R	1	20	3	3
1.5	J	05.12.14	Willdenowia	teres	R	4	50	4	4
1.5	J	05.12.14	Geochloa	rufa	R	1	30	15	25
1.5	J	05.12.14	Asparagus	aethiopicus	S	1	10	0.5	0.5
1.5	J	05.12.14	Cliffortia	stricta	S	1	130	5	5
1.5	J	05.12.14	Watsonia	borbonica	S	3	20	1	1
1.5	J	05.12.14	Ficinia	oligantha	S	2	10	1	1
1.5	J	05.12.14	Restio_	capensis	S	2	30	1	3
1.6	K	05.12.14	Thamnochortus	lucens	R	1	60	6	20
1.6	K	05.12.14	Leucospermum	conocarpodendron	S	2	130	50	50
1.6	K	05.12.14	Cliffortia	stricta	S	2	150	25	30
1.6	K	05.12.14	Restio	capensis	S	3	25	2	4
1.6	K	05.12.14	Passerina	corymbosa	S	1	140	15	15
1.6	K	05.12.14	Muraltia	_sp_(lime_green)	S	1	30	3	3
1.6	K	05.12.14	Elytropappus	scaber	S	1	10	2	2
1.6	K	05.12.14	Tribolium	uniolae	S	2	30	1	1
1.6	K	05.12.14	Metalasia	densa	S	1	30	2	2
1.6	K	05.12.14	Willdenowia	teres	R	1	35	2	2
1.6	K	05.12.14	Tricocephalus	stipularis	S	0	20	1	1
1.6	K	05.12.14	Searsia	lucida	S	1	2	0.1	0.1
1.6	K	05.12.14	Ficinia	oligantha	S	1	15	1	1
1.6	L	05.12.14	Erica	plukenetii	S	1	110	80	80
1.6	L	05.12.14	Leucospermum	conocarpodendron	S	1	130	20	20
1.6	L	05.12.14	Leucadendron	laureolum	S	1	120	20	25
1.6	L	05.12.14	Cliffortia	stricta	S	2	150	15	20
1.6	L	05.12.14	Passerina	corymbosa	S	1	130	5	5
1.6	L	05.12.14	Geochloa	rufa	R	1	30	10	15
1.6	L	05.12.14	Tetraria	fimbriolata	S	6	30	8	8
1.6	L	05.12.14	Mastersiella	digitata	S	1	40	0	10
47.1	A	03.12.14	Willdenowia	teres	R	2	50	45	55
47.1	A	03.12.14	Bobartia	gladiata	R	1	55	35	45
47.1	A	03.12.14	Lobelia	pinifolia	S	1	50	2	2
47.1	A	03.12.14	Watsonia	borbonica	R	1	100	2	3
47.1	A	03.12.14	Elytropappus	scaber	S	0	40	2	4
47.1	A	03.12.14	Tribolium	uniolae	S	1	30	0.5	1
47.1	B	03.12.14	Tribolium	uniolae	S	10	40	2	45
47.1	B	03.12.14	Hypochoeris	radicata	S	5	30	4	4
47.1	B	03.12.14	Lobelia	pinifolia	S	1	25	1	1
47.1	B	03.12.14	Elytropappus	scaber	S	1	15	1	1
47.1	B	03.12.14	Erica	baccans	S	0	45	3	3
47.1	B	03.12.14	Ehrharta	calycina	S	2	25	0.5	2
47.1	B	03.12.14	Briza	maxima	S	3	20	0	0.5
47.2	C	03.12.14	Geochloa	rufa	R	1	30	15	20
47.2	C	03.12.14	Tribolium	uniolae	S	3	40	1	5
47.2	C	03.12.14	Elytropappus	scaber	S	0	40	10	10
47.2	C	03.12.14	Ficinia	oligantha	S	3	10	1	4
47.2	C	03.12.14	Tetraria	cuspidata	S	1	30	1	2
47.2	C	03.12.14	Tetraria	compar	S	0	80	0.5	5
47.2	C	03.12.14	Watsonia	borbonica	R	0	110	1	2
47.2	C	03.12.14	Wahlenbergia	exilis	S	3	5	0	0.2
47.2	C	03.12.14	Ficinia	nigrescens	S	5	20	1	1
47.2	C	03.12.14	Lobelia	pinifolia	S	0	30	0.5	0.5
47.2	D	03.12.14	Lobelia	pinifolia	S	1	35	10	10
47.2	D	03.12.14	Elytropappus	scaber	S	1	45	35	35
47.2	D	03.12.14	Tribolium	uniolae	S	4	40	2	6
47.2	D	03.12.14	Hypodiscus	aristatus	R	0	80	2	5
47.2	D	03.12.14	Ficinia	nigrescens	S	1	35	5	6
47.2	D	03.12.14	Briza	maxima	S	1	35	0	0.2
47.2	D	03.12.14	Stoebe	cinerea	S	1	15	1	1
47.3	E	03.12.14	Stoebe	cinerea	S	0	120	4	10
47.3	E	03.12.14	Lobelia	pinifolia	S	1	90	8	8
47.3	E	03.12.14	Tetraria	cuspidata	S	1	90	20	25
47.3	E	03.12.14	Pelargonium	sp_(ground)	R	1	10	1	1
47.3	E	03.12.14	Elytropappus	scaber	S	1	80	80	80
47.3	E	03.12.14	Ficinia	nigrescens	S	1	30	1	3
47.3	E	03.12.14	Tribolium	uniolae	S	2	30	0.5	4
47.3	F	03.12.14	Leucadendron	laureolum	S	0	170	70	75
47.3	F	03.12.14	Tetraria	cuspidata	S	2	65	25	35
47.3	F	03.12.14	Geochloa	rufa	R	2	40	20	25
47.3	F	03.12.14	Stoebe	cinerea	S	1	35	4	4
47.3	F	03.12.14	Anthospermum	aethiopicum	S	1	30	1	1
47.3	F	03.12.14	Ficinia	oligantha	S	2	15	0.5	3
47.3	F	03.12.14	Berkheya	armata	S	1	10	2	2
47.4	G	03.12.14	Leucadendron	laureolum	S	0	190	45	45
47.4	G	03.12.14	Tetraria	cuspidata	S	3	50	35	35
47.4	G	03.12.14	Tetraria	exilis	S	1	30	10	10
47.4	G	03.12.14	Elytropappus	scaber	S	2	60	15	18
47.4	G	03.12.14	Geochloa	rufa	R	1	35	8	10
47.4	H	03.12.14	Tribolium	uniolae	S	4	40	0.5	4
47.4	H	03.12.14	Geochloa	rufa	R	1	25	2	3
47.4	H	03.12.14	Leucadendron	laureolum	S	1	25	0.5	0.5
47.4	H	03.12.14	Elytropappus	scaber	S	2	35	10	10
47.4	H	03.12.14	Ficinia	oligantha	S	3	10	2	3
47.4	H	03.12.14	Tetraria	cuspidata	S	0	50	20	20
47.4	H	03.12.14	Pelargonium	sp	S	1	2	0.1	0.1
47.5	I	03.12.14	Stoebe	cinerea	S	1	30	0	12
47.5	I	03.12.14	Tribolium	uniolae	S	7	25	3	5
47.5	I	03.12.14	Elytropappus	scaber	S	1	25	12	12
47.5	I	03.12.14	Passerina	corymbosa	S	7	40	8	8
47.5	I	03.12.14	Ficinia	nigrescens	S	1	20	0.5	1
47.5	I	03.12.14	Hypodiscus	aristatus	S	0	95	1	1
47.5	J	03.12.14	Tetraria	sylvatica	S	1	25	1	1
47.5	J	03.12.14	Acacia	longifolia	S	1	25	1	1
47.5	J	03.12.14	Ficinia	nigrescens	S	1	30	2	3
47.5	J	03.12.14	Watsonia	borbonica	S	2	50	2	3
47.5	J	03.12.14	Stoebe	cinerea	S	0	20	0	5
47.5	J	03.12.14	Tribolium	uniolae	S	5	40	1	5
47.5	J	03.12.14	Erica	baccans	S	1	15	0.5	0.5
47.5	J	03.12.14	Leucadendron	laureolum	S	0	110	1	1
47.5	J	03.12.14	Ursinia	anthemoides	S	2	10	0	0.5
47.6	K	03.12.14	Ficinia	nigrescens	S	4	25	1	2
47.6	K	03.12.14	Geochloa	rufa	R	3	40	30	25
47.6	K	03.12.14	Ficinia	oligantha	S	1	15	2	3
47.6	K	03.12.14	Tribolium	uniolae	S	2	35	0.5	1
47.6	K	03.12.14	Watsonia	borbonica	R	1	180	10	15
47.6	K	03.12.14	Leucadendron	laureolum	S	0	190	30	30
47.6	K	03.12.14	Lanaria	lanata	S	1	2	0.5	0.5
47.6	L	03.12.14	Tetraria	fasciata	S	1	40	20	20
47.6	L	03.12.14	Stoebe	cinerea	S	1	20	10	15
47.6	L	03.12.14	Elytropappus	scaber	S	0	60	1	1
47.6	L	03.12.14	Tribolium	uniolae	S	3	30	1	3
47.6	L	03.12.14	Ficinia	nigrescens	S	2	30	2	3
47.6	L	03.12.14	Acacia	longifolia	S	1	100	1	1
47.6	L	03.12.14	Searsia	rosmarinifolia	S	1	15	2	2
47.6	L	03.12.14	Brunia	nodiflora	R	0	160	1	1
47.6	L	03.12.14	Watsonia	borbonica	R	0	110	0.5	1
18.1	A	02.12.14	Restio	eleocharis	R	4	15	8	15
18.1	A	02.12.14	Tribolium	hisipidum	S	3	15	1	1
18.1	A	02.12.14	Jordaaniella_	dubia	S	2	5	10	10
18.1	A	02.12.14	Ficinia	ramosissima	R	2	15	1	1
18.1	A	02.12.14	Trichogyne	repens	S	1	10	30	30
18.1	A	02.12.14	Pentameris	calcicola	S	1	40	2	3
18.1	A	02.12.14	Phylica	ericoides	R	1	40	20	20
18.1	A	02.12.14	Indigofera	brachystachya	S	1	35	6	10
18.1	A	02.12.14	Euclea	racemosa	R	1	20	2	2
18.1	A	02.12.14	Hebenstreita	repens	S	5	10	0	1
18.1	A	02.12.14	Silene	aethipica	S	6	10	0	2
18.1	A	02.12.14	Cliffortia	obcordata	S	1	10	1	1
18.1	A	02.12.14	Senecio	elegans	S	1	40	1	1
18.1	A	02.12.14	Isolepis	sp	S	6	3	0	1
18.1	B	02.12.14	Passerina	paleacea	S	1	45	20	25
18.1	B	02.12.14	Restio	eleocharis	R	4	15	10	12
18.1	B	02.12.14	Pentameris	calcicola	S	4	35	8	15
18.1	B	02.12.14	Indigofera	brachystachya	S	4	30	20	20
18.1	B	02.12.14	Trichogyne	repens	S	2	10	35	50
18.1	B	02.12.14	Ficinia	ramosissima	R	2	15	1	1
18.1	B	02.12.14	Helichrysum	niveum	S	2	25	8	8
18.1	B	02.12.14	Ehrharta	calycina	S	3	25	2	2
18.1	B	02.12.14	Lyperia	tristis	S	2	15	0	1
18.1	B	02.12.14	Ficinia	dunensis	R	2	10	2	2
18.2	C	02.12.14	Acacia	cyclops	S	0	60	45	45
18.2	C	02.12.14	Trichogyne	repens	S	3	15	10	10
18.2	C	02.12.14	Restio	eleocharis	R	3	15	5	20
18.2	C	02.12.14	Ficinia	dunensis	R	3	30	4	5
18.2	C	02.12.14	Passerina	paleacea	S	3	40	10	30
18.2	C	02.12.14	Indigofera	brachystachya	S	2	30	6	6
18.2	C	02.12.14	Lyperia	tristis	S	1	20	0	1
18.2	C	02.12.14	Phylica	ericoides	R	2	25	10	10
18.2	C	02.12.14	Cineraria	geifolia	S	3	20	0	1
18.2	C	02.12.14	Ehrharta	calycina	S	3	35	1	2
18.2	C	02.12.14	Silene	bellidiflorus	S	3	10	0	1
18.2	C	02.12.14	Hebenstreita	repens	S	4	10	0	1
18.2	C	02.12.14	Felicia	sp	S	1	5	0.2	0.2
18.2	D	02.12.14	Isolepis	sp	S	3	2	0	0.5
18.2	D	02.12.14	Restio	eleocharis	R	4	15	110	15
18.2	D	02.12.14	Pentameris	barbata	S	3	30	1	2
18.2	D	02.12.14	Pentameris	calcicola	S	8	25	10	15
18.2	D	02.12.14	Crassula	glomerata	S	10	3	0	0.5
18.2	D	02.12.14	Crassula	capensis	S	10	5	0	0.5
18.2	D	02.12.14	Phylica	ericoides	S	1	50	10	20
18.2	D	02.12.14	Ficinia	dunensis	R	2	20	1	2
18.2	D	02.12.14	Felicia	sp	S	1	20	0.5	1
18.2	D	02.12.14	Passerina	paleacea	S	1	45	30	40
18.2	D	02.12.14	Trichogyne	repens	S	3	15	8	15
18.2	D	02.12.14	Osteospermum	monoliferum	S	1	20	1	1
18.2	D	02.12.14	Senecio	elegans	S	1	20	0	1
18.2	D	02.12.14	Galium	tomentosum	S	3	25	2	2
18.2	D	02.12.14	Cineraria	geifolia	S	4	15	1	2
18.2	D	02.12.14	Euclea	racemosa	R	2	40	2	2
18.2	D	02.12.14	Helichrysum	niveum	S	1	20	2	2
18.3	E	02.12.14	Phylica	ericoides	S	1	45	25	30
18.3	E	02.12.14	Crassula	glomerata	S	25	3	0	2
18.3	E	02.12.14	Isolepis	sp	S	20	3	0	1
18.3	E	02.12.14	Restio	eleocharis	R	4	20	4	8
18.3	E	02.12.14	Euclea	racemosa	R	3	40	55	60
18.3	E	02.12.14	Cineraria	geifolia	S	6	30	1	5
18.3	E	02.12.14	Ficinia	ramosissima	R	3	10	1	3
18.3	E	02.12.14	Helichrysum	niveum	S	3	20	10	15
18.3	E	02.12.14	Galium	tomentosum	S	1	15	0.5	0.5
18.3	E	02.12.14	Lyperia	tristis	S	2	20	0	0.5
18.3	E	02.12.14	Cassytha	ciliolata	S	1	10	1	2
18.3	F	02.12.14	Crassula	glomerata	S	50	3	0	2
18.3	F	02.12.14	Carpobrotus	acinaciformis	S	1	10	0.5	0.5
18.3	F	02.12.14	Trichogyne	repens	S	3	15	10	15
18.3	F	02.12.14	Restio	eleocharis	R	4	20	20	25
18.3	F	02.12.14	Phylica	ericoides	S	0	40	20	20
18.3	F	02.12.14	Silene	undulata_subsp_undulata	S	4	40	2	3
18.3	F	02.12.14	Searsia	glauca	R	0	40	15	13
18.3	F	02.12.14	Galium	tomentosum	S	1	10	1	1
18.3	F	02.12.14	Cliffortia	obcordata	S	1	10	1	1
18.3	F	02.12.14	Passerina	paleacea	S	1	40	10	10
18.3	F	02.12.14	Osteospermum	monoliferum	S	8	45	40	65
18.4	G	02.12.14	Helichrysum	dasyanthum	S	0	40	8	10
18.4	G	02.12.14	Helichrysum	patulum	S	1	40	10	10
18.4	G	02.12.14	Phylica	ericoides	S	1	40	15	20
18.4	G	02.12.14	Euclea	racemosa	R	3	35	2	3
18.4	G	02.12.14	Osteospermum	monoliferum	S	3	40	4	5
18.4	G	02.12.14	Robsonodendron	maritimum	R	2	35	25	25
18.4	G	02.12.14	Restio	eleocharis	R	8	20	40	60
18.4	G	02.12.14	Pentameris	calcicola	S	4	25	4	6
18.4	G	02.12.14	Crassula	glomerata	S	5	3	0	0.1
18.4	G	02.12.14	Ficinia	ramosissima	R	2	10	0.5	1
18.4	G	02.12.14	Helichrysum	niveum	S	1	25	0	0
18.4	H	02.12.14	Felicia	sp	S	1	15	0.2	0.3
18.4	H	02.12.14	Ficinia	ramosissima	R	3	15	2	3
18.4	H	02.12.14	Restio	eleocharis	R	4	15	5	15
18.4	H	02.12.14	Galium	tomentosum	S	2	10	1	1
18.4	H	02.12.14	Trichogyne	repens	S	3	10	15	20
18.4	H	02.12.14	Osteospermum	monoliferum	S	2	30	5	5
18.4	H	02.12.14	Passerina	paleacea	S	2	50	50	65
18.4	H	02.12.14	Phylica	ericoides	S	0	45	0.5	0.5
18.4	H	02.12.14	Pentameris	barbata	S	1	40	0.5	0.5
18.4	H	02.12.14	Silene	undulata_subsp_undulata	S	1	30	1	1
18.4	H	02.12.14	Crassula	glomerata	S	5	3	0	0.2
18.5	I	02.12.14	Osteospermum	monoliferum	S	2	60	15	20
18.5	I	02.12.14	Robsonodendron	maritimum	R	1	60	95	95
18.5	I	02.12.14	Cliffortia	obcordata	S	2	20	1	1
18.5	J	02.12.14	Euclea	racemosa	R	1	50	20	20
18.5	J	02.12.14	Pentameris	barbata	S	1	10	1	1
18.5	J	02.12.14	Cynanchum	obtusifolium	R	1	30	2	2
18.5	J	02.12.14	Galium	tomentosum	S	1	40	1	1
18.5	J	02.12.14	Passerina	paleacea	S	3	50	80	80
18.5	J	02.12.14	Jordaaniella_	dubia	S	1	5	3	3
18.5	J	02.12.14	Pelargonium	betulinum	S	2	40	2	2
18.5	J	02.12.14	Helichrysum	patulum	S	1	50	4	4
18.5	J	02.12.14	Phylica	ericoides	S	0	50	1	1
18.5	J	02.12.14	Salvia	africana.lutea	R	0	40	0.5	0.5
18.5	J	02.12.14	Tetragonia	fruticosa	S	1	20	1	1
18.5	J	02.12.14	Brunsvigia	orientalis	R	1	10	0	1
18.5	J	02.12.14	Restio	eleocharis	R	4	15	5	10
18.5	J	02.12.14	Ficinia	ramosissima	R	1	15	1	1
18.5	J	02.12.14	Helichrysum	niveum	S	1	25	1	1
18.5	J	02.12.14	Restio	eleocharis	R	10	20	60	75
18.5	J	02.12.14	Phylica	ericoides	S	0	50	1	1
18.5	J	02.12.14	Osteospermum	monoliferum	S	5	40	35	35
18.5	J	02.12.14	Searsia	glauca	R	0	30	5	5
18.5	J	02.12.14	Galium	tomentosum	S	2	20	1	1
18.5	J	02.12.14	Cassytha	ciliolata	S	1	20	5	5
18.5	K	02.12.14	Helichrysum	niveum	S	1	25	1	1
