Site/plot	Subplot	Date	Genus	species	Regen_mode	no	Max_height	prop_cov_alive	prop_cov
28.4	H	27.11.14	Ficinia	nigrescens	S	1	15	0.5	0.5
28.4	H	27.11.14	Pentameris	airoides	S	3	20	0	2
28.4	H	27.11.14	Restio	capensis	R	1	50	1	1
28.4	H	27.11.14	Tenaxia	stricta	S	1	30	2	2
28.5	I	28.11.14	Erica	similis	S	0	45	15	15
28.5	I	28.11.14	Restio	gaudichaudiana	R	0	75	5	5
28.5	I	28.11.14	Pseudopentameris	macrantha	R	1	110	25	30
28.5	I	28.11.14	Cullumia	setosa	S	1	35	2	2
28.5	I	28.11.14	Ehrharta	ramosa	R	2	40	2	50
28.5	I	28.11.14	Cymbopogon	marginatus	R	0	40	0.5	0.5
28.5	I	28.11.14	Passerina	corymbosa	S	1	10	0.2	0.2
28.5	J	28.11.14	Aspalathus	ericifolius	S	2	45	5	10
28.5	J	28.11.14	Metalasia	densa	S	0	130	50	50
28.5	J	28.11.14	Ehrharta	ramosa	R	2	30	2	5
28.5	J	28.11.14	Restio	capensis	R	1	60	5	6
28.5	J	28.11.14	Montinia	caryophyllacea	R	1	15	1	1
28.5	J	28.11.14	Thamnochortus	fruticosus	R	2	30	20	30
28.5	J	28.11.14	Passerina	corymbosa	S	0	40	0.5	0.5
28.5	J	28.11.14	Cymbopogon	marginatus	R	0	50	0.2	0.2
28.5	J	28.11.14	Pentameris	airoides	S	1	10	0	0.5
28.5	J	28.11.14	Ficinia	sp	R	1	10	1	1
28.6	K	28.11.14	Chrysocoma	coma.aurea	S	1	30	2	3
28.6	K	28.11.14	Searsia	lucida	R	1	40	20	20
28.6	K	28.11.14	Watsonia	borbonica	R	1	50	2	3
28.6	K	28.11.14	Ehrharta	ramosa	R	3	65	50	60
28.6	K	28.11.14	Passerina	corymbosa	S	1	40	3	3
28.6	K	28.11.14	Phylica	imberbis	S	1	20	2	2
28.6	K	28.11.14	Caesia	contorta	R	1	20	3	3
28.6	K	28.11.14	Tenaxia	stricta	R	0	50	1	1
28.6	L	28.11.14	Erica	similis	S	1	35	1	1
28.6	L	28.11.14	Passerina	corymbosa	S	1	120	15	15
28.6	L	28.11.14	Metalasia	densa	S	0	100	20	20
28.6	L	28.11.14	Ehrharta	ramosa	R	2	50	50	60
28.6	L	28.11.14	Watsonia	borbonica	R	1	100	2	3
28.6	L	28.11.14	Lichthente	lacera	R	1	15	2	2
28.6	L	28.11.14	Restio	capensis	R	2	45	10	15
28.6	L	28.11.14	Diosma	hirsuta	S	1	30	1	1
29.1	A	02.03.15	Sideroxylon	inerme	R	0	190	30	30
29.1	A	02.03.15	Helichrysum	dasyanthum	S	0	170	60	60
29.1	A	02.03.15	Salvia	africana.lutea	S	0	200	35	35
29.1	A	02.03.15	Kedrostis	nana	S	0	150	1	1
29.1	B	02.03.15	Searsia	glauca	R	1	140	100	100
29.1	B	02.03.15	Sideroxylon	inerme	R	0	150	10	10
29.1	B	02.03.15	Kedrostis	nana	S	0	130	3	3
29.2	C	02.03.15	Euclea	racemosa	S	2	60	5	5
29.2	C	02.03.15	Searsia	glauca	R	0	100	80	80
29.2	C	02.03.15	Osteospermum	monoliferum	S	0	250	10	10
29.2	C	02.03.15	Pentameris	barbata	S	3	30	0	15
29.2	C	02.03.15	Kedrostis	nana	S	1	30	0.5	0.5
29.2	D	02.03.15	Sideroxylon	inerme	R	1	160	100	100
29.2	D	02.03.15	Kedrostis	nana	S	0	150	3	3
29.2	D	02.03.15	Cussonia	thyrsifera	R	0	160	5	5
29.3	E	02.03.15	Cullumia	squarrosa	S	0	60	30	30
29.3	E	02.03.15	Olea	exasperata	R	1	50	25	25
29.3	E	02.03.15	Helichrysum	crispum	S	2	30	0	2
29.3	E	02.03.15	Pentameris	barbata	S	4	35	0.5	35
29.3	E	02.03.15	Senecio	elegans	S	1	50	0	2
29.3	E	02.03.15	Dipogon	lignosus	S	1	20	1	1
29.3	F	02.03.15	Pentameris	barbata	S	4	30	0	20
29.3	F	02.03.15	Cissampelos	capensis	S	2	20	5	5
29.3	F	02.03.15	Helichrysum	crispum	S	1	20	0	2
29.3	F	02.03.15	Cinereria	geifolia	S	2	20	0.1	2
29.3	F	02.03.15	Briza	maxima	S	10	20	0	5
29.3	F	02.03.15	Lolium	perene	S	25	30	0	20
29.4	G	02.03.15	Senecio	elegans	S	3	70	0	25
29.4	G	02.03.15	Searsia	glauca	R	0	200	60	60
29.4	G	02.03.15	Kedrostis	nana	S	1	90	1	1
29.4	G	02.03.15	Cinereria	geifolia	S	3	100	0	10
29.4	G	02.03.15	Cissampelos	capensis	S	0	150	1	1
29.4	H	02.03.15	Sideroxylon	inerme	R	0	200	100	100
29.4	H	02.03.15	Cynanchum	obstusifolium	S	0	200	10	10
29.4	H	02.03.15	Dipogon	lignosus	S	1	160	2	2
29.4	H	02.03.15	Cussonia	thyrsiflora	R	1	200	35	35
29.5	I	02.03.15	Sideroxylon	inerme	R	0	170	10	10
29.5	I	02.03.15	Tetragonia	fruticosa	S	0	20	10	10
29.5	I	02.03.15	Senecio	elegans	S	3	70	0	25
29.5	I	02.03.15	Cinereria	geifolia	S	2	30	0	10
29.5	I	02.03.15	Briza	maxima	S	150	20	0	50
29.5	J	02.03.15	Sideroxylon	inerme	R	1	200	100	100
29.6	K	02.03.15	Cinereria	geifolia	S	10	40	0	20
29.6	K	02.03.15	Helichrysum	crispum	S	2	30	0	10
29.6	K	02.03.15	Senecio	elegans	S	10	50	0	20
29.6	K	02.03.15	Tetragonia	fruticosa	S	1	10	5	5
29.6	K	02.03.15	Avena	sativa	S	10	40	0	10
29.6	K	02.03.15	Briza	maxima	S	30	20	0	25
29.6	L	02.03.15	Sideroxylon	inerme	R	0	120	75	75
29.6	L	02.03.15	Salvia	africana.lutea	S	0	70	5	5
29.6	L	02.03.15	Searsia	glauca	R	0	80	10	10
29.6	L	02.03.15	Searsia	lucida	R	0	100	1	1
29.6	L	02.03.15	Cinereria	geifolia	S	5	60	0	20
29.6	L	02.03.15	Briza	maxima	S	10	25	0	5
29.6	L	02.03.15	Senecio	elegans	S	2	60	0	20
7.1	A	24.02.15	Leucospermum	conocarpodendron	S	1	280	100	100
7.1	A	24.02.15	Willdenowia	glomerata	S	2	75	10	20
7.1	A	24.02.15	Tricocephalus	stipularis	S	1	30	5	5
7.1	B	24.02.15	Tricocephalus	stipularis	R	2	100	25	30
7.1	B	24.02.15	Cliffortia	stricta	S	4	70	30	60
7.1	B	24.02.15	Ficinia	deusta	S	2	20	1	3
7.1	B	24.02.15	Asparagus	lignosus	S	1	25	1	1
7.1	B	24.02.15	Ficinia	oligantha	S	1	10	1	2
7.1	B	24.02.15	Ficinia	indica	R	1	20	3	5
7.1	B	24.02.15	Passerina	corymbosa	S	0	170	4	4
7.2	C	24.02.15	Hypodiscus	willdenowii	R	1	25	2	4
7.2	C	24.02.15	Staavia	radiata	R	0	100	25	30
7.2	C	24.02.15	Erica	abietina	S	1	130	40	40
7.2	C	24.02.15	Passerina	corymbosa	S	3	180	30	55
7.2	C	24.02.15	Restio	capensis	S	1	35	1	2
7.2	C	24.02.15	Ficinia	indica	S	1	20	0.2	1
7.2	C	24.02.15	Lobelia	pinifolia	S	1	110	15	15
7.2	D	24.02.15	Tarchonanthus	litioreus	R	0	170	10	10
7.2	D	24.02.15	Passerina	corymbosa	S	1	180	40	45
7.2	D	24.02.15	Erica	abietina	S	1	100	60	60
7.2	D	24.02.15	Cliffortia	stricta	S	1	140	20	20
7.2	D	24.02.15	Hypodiscus	willdenowii	R	1	30	4	4
7.2	D	24.02.15	Ficinia	indica	R	2	20	1	2
7.2	D	24.02.15	Tribolium	uniolae	S	1	40	0.5	0.5
7.2	D	24.02.15	Lobelia	pinifolia	S	0	35	1	1
7.3	E	24.02.15	Restio	capensis	R	1	30	5	10
7.3	E	24.02.15	Disa	bracteata	S	3	20	0	1
7.3	E	24.02.15	Passerina	corymbosa	S	1	220	20	100
7.3	E	24.02.15	Pentameris	barbata	S	1	30	2	3
7.3	E	24.02.15	Tricocephalus	stipularis	R	2	50	30	30
7.3	E	24.02.15	Lobelia	pinifolia	S	2	100	10	15
7.3	F	24.02.15	Lotononis	involucrata	R	1	10	1	40
7.3	F	24.02.15	Passerina	corymbosa	S	1	185	20	20
7.3	F	24.02.15	Helichrysum	cymosum	S	1	60	10	10
7.3	F	24.02.15	Phylica	imberbis	S	1	30	10	10
7.3	F	24.02.15	Tricocephalus	stipularis	R	1	50	29	20
7.3	F	24.02.15	Restio	capensis	S	1	15	1	1
7.3	F	24.02.15	Cliffortia	filifolia	S	0	30	1	1
7.3	F	24.02.15	Bobartia	gladiata	S	1	35	1	1
7.3	F	24.02.15	Hypodiscus	willdenowii	S	1	30	1	1
7.3	F	24.02.15	Erica	sp	S	2	40	0	25
7.4	G	24.02.15	Erica	nudiflora_(dead)	S	1	40	0	10
7.4	G	24.02.15	Metalasia	densa	S	0	35	3	3
7.4	G	24.02.15	Lobelia	pinifolia	S	0	100	15	15
7.4	G	24.02.15	Elytropappus	scaber	S	0	40	3	3
7.4	G	24.02.15	Phylica	imberbis	S	2	30	10	10
7.4	G	24.02.15	Passerina	corymbosa	S	0	175	1	1
7.4	G	24.02.15	Leucospermum	conocarpodendron	S	0	260	5	5
7.4	G	24.02.15	Hypodiscus	willdenowii	S	1	35	0.5	1
7.4	G	24.02.15	Ficinia	indica	S	1	15	0.5	1
7.4	H	24.02.15	Erica	nudiflora	S	2	40	5	5
7.4	H	24.02.15	Willdenowia	glomerata	R	2	100	40	60
7.4	H	24.02.15	Tricocephalus	stipularis	R	0	40	5	5
7.4	H	24.02.15	Lobelia	pinifolia	S	2	30	1	1
7.4	H	24.02.15	Erica	nudiflora_(dead)	S	1	30	0	5
7.4	H	24.02.15	Restio	capensis	S	3	20	1	2
7.5	I	24.02.15	Ehrharta	calycina	S	1	35	0.2	0.5
7.5	I	24.02.15	Tribolium	uniolae	S	1	30	0.3	1
7.5	I	24.02.15	Cliffortia	stricta	S	1	100	20	20
7.5	I	24.02.15	Tarchonanthus	littoralis	S	1	10	0.5	0.5
7.5	I	24.02.15	Ficinia	deusta	S	2	15	1	2
7.5	I	24.02.15	Ficinia	oligantha	S	1	10	0.5	0.5
7.5	I	24.02.15	Willdenowia	glomerata	R	0	30	1	1
7.5	I	24.02.15	Hypodiscus	willdenowii	R	1	35	10	20
7.5	I	24.02.15	Ficinia	indica	R	1	15	0.5	1
7.5	I	24.02.15	Pelargonium	triste	R	1	10	0	2
7.5	I	24.02.15	Elytropappus	scaber	S	1	15	1	1
7.5	I	24.02.15	Trichocephalus	stipularis	S	1	30	0.5	0.5
7.5	J	24.02.15	Hypodiscus	willdenowii	R	1	40	20	25
7.5	J	24.02.15	Ficinia	oligantha	S	2	10	0.5	0.5
7.5	J	24.02.15	Erica	abietina	S	2	110	60	60
7.5	J	24.02.15	Passerina	corymbosa	S	1	145	10	15
7.5	J	24.02.15	Trichocephalus	stipularis	S	1	40	2	2
7.5	J	24.02.15	Cliffortia	stricta	S	1	160	15	25
7.5	J	24.02.15	Restio	capensis	S	1	20	1	1
7.5	J	24.02.15	Ficinia	indica	R	2	25	0.5	2
7.6	K	24.02.15	Hypodiscus	willdenowii	R	1	30	3	5
7.6	K	24.02.15	Anemone	vesicatoria	S	2	10	1	1
7.6	K	24.02.15	Erica	abietina	S	1	100	60	60
7.6	K	24.02.15	Capelio	tabulare	R	1	90	15	20
7.6	K	24.02.15	Cliffortia	stricta	S	2	180	10	15
7.6	K	24.02.15	Leucospermum	conocarpodendron	S	0	270	80	80
7.6	K	24.02.15	Erica	plukenetii	S	1	100	4	4
7.6	K	24.02.15	Cliffortia	stricta_(dead)	S	1	130	0	3
7.6	K	24.02.15	Montinia	caryophyllacea	S	3	20	2	2
7.6	L	24.02.15	Leucospermum	conocarpodendron	S	0	250	25	25
7.6	L	24.02.15	Ficinia	indica	R	3	20	4	6
7.6	L	24.02.15	Triocephalus	stipularis	R	2	50	20	20
7.6	L	24.02.15	Cliffortia	stricta	S	0	160	20	25
7.6	L	24.02.15	Phylica	imberbis	S	2	25	10	10
7.6	L	24.02.15	Lobelia	pinifolia	S	0	80	2	2
7.6	L	24.02.15	Ficinia	oligantha	S	1	10	1	1
8.1	A	23.02.15	Leucospermum	conocarpodendron	S	1	45	10	10
8.1	A	23.02.15	Passerina	corymbosa	S	3	130	35	35
8.1	A	23.02.15	Helichrysum	pandurifolium	S	1	30	6	6
8.1	A	23.02.15	Elytropappus	scaber_(dead)	S	0	30	0	20
8.1	A	23.02.15	Lobelia	pinifolia	S	1	40	5	5
8.1	A	23.02.15	Ehrharta	calycina	S	2	20	0	1
8.1	B	23.02.15	Protea	lepidocarpodendron	S	0	250	40	40
8.1	B	23.02.15	Metalasia	densa	S	1	70	25	25
8.1	B	23.02.15	Aspalathus	ericifolia_(dead)	S	0	40	0	10
8.1	B	23.02.15	Helichrysum	litorale	S	1	10	0	2
8.1	B	23.02.15	Ehrharta	calycina	S	2	20	0	2
8.1	B	23.02.15	Lobelia	pinifolia	S	1	30	10	10
8.1	B	23.02.15	Passerina	corymbosa	S	0	150	40	40
8.1	B	23.02.15	Elytropappus	scaber	S	1	20	3	3
8.1	B	23.02.15	Hypochoeris	radicata	S	1	5	1	1
8.2	C	23.02.15	Cliffortia	stricta	S	3	130	15	50
8.2	C	23.02.15	Ficinia	nigrescens	S	1	20	2	3
8.2	C	23.02.15	Ficinia	filiformis	S	1	15	3	3
8.2	C	23.02.15	Lobelia	pinifolia	S	4	30	5	5
8.2	D	23.02.15	Stoebe	cinerea	S	1	40	15	15
8.2	D	23.02.15	Acacia	saligna	S	1	50	10	10
8.2	D	23.02.15	Cliffortia	stricta	S	4	40	10	10
8.2	D	23.02.15	Passerina	corymbosa	S	1	160	20	20
8.2	D	23.02.15	Leucospermum	conocarpodendron	S	0	175	10	10
8.2	D	23.02.15	Cliffortia	stricta_(dead)	S	0	170	0	65
8.3	E	23.02.15	Metalasia	densa	S	1	140	40	40
8.3	E	23.02.15	Aristea	capitata	R	1	90	10	10
8.3	E	23.02.15	Cliffortia	stricta_(dead)	S	1	40	5	5
8.3	E	23.02.15	Cliffortia	stricta_(alive)	S	1	140	0	65
8.3	E	23.02.15	Ficinia	nigrescens	S	1	35	4	4
8.3	E	23.02.15	Briza	maxima	S	3	20	0	1
8.3	E	23.02.15	Passerina	corymbosa	S	0	120	2	2
8.3	F	23.02.15	Senecio	rigidus	S	1	15	0.5	0.5
8.3	F	23.02.15	Searsia	tomentosa	R	0	100	20	20
8.3	F	23.02.15	Pteridium	aquilinum	R	2	90	25	50
8.3	F	23.02.15	Helichrysum	patulum	S	1	100	10	10
8.3	F	23.02.15	Cliffortia	stricta_(dead)	S	0	120	0	20
8.4	G	23.02.15	Olea	capensis	R	1	30	2	2
8.4	G	23.02.15	Tricocephalus	stipularis	R	3	40	25	25
8.4	G	23.02.15	Cliffortia	stricta	S	0	70	2	2
8.4	G	23.02.15	Ficinia	nigrescens	S	1	40	4	4
8.4	G	23.02.15	Helichrysum	patulum	S	1	30	2	2
8.4	G	23.02.15	Pteridium	aquilinum	S	1	50	2	2
8.4	G	23.02.15	Briza	maxima	S	2	20	0	1
8.4	H	23.02.15	Cliffortia	stricta	S	6	120	30	30
8.4	H	23.02.15	Passerina	corymbosa	S	2	150	75	75
8.4	H	23.02.15	Watsonia	borbonica	R	2	90	0	5
8.4	H	23.02.15	Agathosma	imbricata	S	1	70	1	1
8.4	H	23.02.15	Lobelia	pinifolia	S	3	30	5	5
8.4	H	23.02.15	Ficinia	nigrescens	S	0	30	1	1
8.4	H	23.02.15	Leucospermum	conocarpodendron	S	0	200	1	1
8.5	I	23.02.15	Searsia	laevigata	S	1	30	3	3
8.5	I	23.02.15	Cliffortia	stricta	S	1	80	20	20
8.5	I	23.02.15	Briza	maxima	S	10	20	0	2
8.5	I	23.02.15	Watsonia	borbonica	S	1	50	0	1
8.5	J	23.02.15	Stoebe	cinerea	S	1	90	35	35
8.5	J	23.02.15	Protea	lepidocarpodendron	S	0	300	90	90
8.5	J	23.02.15	Cliffortia	stricta	S	1	60	2	2
8.5	J	23.02.15	Phylica	imberbis	S	1	10	1	1
8.6	K	23.02.15	Watsonia	borbonica	R	1	90	0	25
8.6	K	23.02.15	Passerina	corymbosa	S	1	80	12	12
8.6	K	23.02.15	Hypochoeris	radicata	S	5	2	1	1
8.6	K	23.02.15	Helichrysum	patulum	S	0	40	0	5
8.6	K	23.02.15	Briza	maxima	S	2	20	0	0.5
8.6	L	23.02.15	Passerina	corymbosa	S	10	40	15	15
8.6	L	23.02.15	Ehrharta	calycina	S	2	20	0	3
8.6	L	23.02.15	Ficinia	nigrescens	S	2	35	1	1
8.6	L	23.02.15	Acacia	saligna	S	1	10	0.5	0.5
38.1	A	20.02.15	Erica	hispidula	S	11	25	20	25
38.1	A	20.02.15	Tetraria	fasciata	R	3	40	20	20
38.1	A	20.02.15	Erica	similis	S	2	15	10	10
38.1	A	20.02.15	Penaea	mucronata	R	2	20	20	25
38.1	A	20.02.15	Elegia	ebracteata_(alive)	R	2	30	1	2
38.1	A	20.02.15	Corymbium	africanum	R	2	20	2	5
38.1	A	20.02.15	Stilbe	vestita	R	0	50	1	2
38.1	A	20.02.15	Willdenowia	glomerata	R	2	40	2	3
38.1	A	20.02.15	Elegia	ebracteata_(dead)	R	1	40	0	10
38.1	A	20.02.15	Pentameris	tiny_flower	S	1	10	0.5	0.5
38.1	A	20.02.15	Erica	hispidula_(dead)	S	5	25	0	10
38.1	B	20.02.15	Elegia	racemosa	S	4	60	10	12
38.1	B	20.02.15	Pentameris	macrocalycina	R	1	50	15	17
38.1	B	20.02.15	Stilbe	vestita	R	1	40	12	12
38.1	B	20.02.15	Penaea	mucronata	R	3	35	10	12
38.1	B	20.02.15	Erica	lutea	S	1	25	2	2
38.1	B	20.02.15	Cliffortia	atrata	S	1	20	1	1
38.1	B	20.02.15	Erica	hispidula	S	3	30	10	12
38.1	B	20.02.15	Leucadendron	xanthoconus	S	0	80	10	10
38.1	B	20.02.15	Hypodiscus	aristatus	R	5	40	10	20
38.1	B	20.02.15	Bobartia	gladiata	S	1	30	1	1
38.1	B	20.02.15	Corymbium	africanum	R	1	25	1	2
38.1	B	20.02.15	Erica	plukenetii	S	1	15	1	1
38.1	B	20.02.15	Corymbium	enerve	R	1	25	5	7
38.1	B	20.02.15	Erica	sp_(dead)	S	4	30	0	20
38.1	B	20.02.15	Erica	simils	S	4	40	40	40
38.2	C	20.02.15	Hypodiscus	aristatus	R	2	60	20	35
38.2	C	20.02.15	Elegia	racemosa	S	1	50	4	4
38.2	C	20.02.15	Erica	similis	S	5	30	50	50
38.2	C	20.02.15	Erica	hispidula	S	6	45	30	35
38.2	C	20.02.15	Penea	mucronata	R	0	30	2	2
38.2	C	20.02.15	Thamnochortus	gracilis	S	1	50	2	2
38.2	C	20.02.15	Bobartia	gladiata	S	2	40	1	1
38.2	C	20.02.15	Capebolus	brevicaulis	S	1	20	4	6
38.2	C	20.02.15	Restio	cincinnatus	R	2	10	15	20
38.2	C	20.02.15	Watsonia	tabularis	S	1	40	0	2
38.2	C	20.02.15	Euryops	abrotanifolius	S	1	15	0.5	0.5
38.2	D	20.02.15	Tetraria	fasciata	R	6	20	20	20
38.2	D	20.02.15	Thamnochortus	gracilis	R	1	45	15	20
38.2	D	20.02.15	Elegia	racemosa	S	2	35	4	4
38.2	D	20.02.15	Pentameris	macrocalycina	R	2	40	20	20
38.2	D	20.02.15	Corymbium	enerve	R	2	15	1	2
38.2	D	20.02.15	Hermas	villosa	R	1	30	1	1
38.2	D	20.02.15	Leucadendron	xanthoconus	S	0	50	1	1
38.2	D	20.02.15	Erica	hispidula	S	15	30	25	27
38.2	D	20.02.15	Erica	similis	S	4	25	20	20
38.2	D	20.02.15	Metalasia	cephalotes	S	1	10	1	1
38.2	D	20.02.15	Corymbium	africanum	S	1	10	1	1
38.3	E	20.02.15	Centella	glabrata	S	1	5	1	1
38.3	E	20.02.15	Metalasia	cephalotes	S	2	20	2	2
38.3	E	20.02.15	Elegia	racemosa	S	6	50	15	20
38.3	E	20.02.15	Erica	similis	S	10	30	75	75
38.3	E	20.02.15	Capebolus	brevicaulis	S	3	15	7	12
38.3	E	20.02.15	Thamnochortus	gracilis	S	2	40	2	2
38.3	E	20.02.15	Restio	cincinnatus	R	2	15	5	15
38.3	E	20.02.15	Penaea	mucronata	R	1	20	2	2
38.3	E	20.02.15	Corymbium	glabrum	R	1	10	0.5	1
38.3	F	20.02.15	Adenandra	villosa	S	2	15	1	1
38.3	F	20.02.15	Erica	hispidula	S	6	25	10	10
38.3	F	20.02.15	Erica	similis	S	10	20	50	50
38.3	F	20.02.15	Tetraria	fasciata	R	1	15	3	3
38.3	F	20.02.15	Centella	glabrata	S	2	5	1	1
38.3	F	20.02.15	Elegia	racemosa	S	6	50	4	5
38.3	F	20.02.15	Thamnochortus	gracilis	S	5	50	3	4
38.3	F	20.02.15	Hypodiscus	aristatus	R	1	40	3	6
38.3	F	20.02.15	Willdenowia	glomerata	S	2	30	1	2
38.3	F	20.02.15	Capebolus	brevicaulis	S	1	10	1	2
38.3	F	20.02.15	Penaea	mucronata	R	0	20	1	1
38.4	G	20.02.15	Leucadendron	xanthoconus	S	0	80	0.5	0.5
38.4	G	20.02.15	Hermas	villosa	R	1	30	2	2
38.4	G	20.02.15	Erica	similis	S	5	30	35	35
38.4	G	20.02.15	Erica	hispidula	S	1	20	6	10
38.4	G	20.02.15	Corymbium	glabrum	R	1	20	3	4
38.4	G	20.02.15	Indigofera	mauritanica	S	1	5	1	1
38.4	G	20.02.15	Elegia	racemosa	S	4	50	4	6
38.4	G	20.02.15	Tetraria	fasciata	R	1	15	2	2
38.4	G	20.02.15	Erica	plukenetii	S	1	5	0.2	0.2
38.4	G	20.02.15	Thamnochortus	gracilis	S	3	40	3	5
38.4	G	20.02.15	Pentameris	macrocalycina	R	1	35	5	6
38.4	G	20.02.15	Adenandra	villosa	S	1	20	0.2	0.2
38.4	G	20.02.15	Syncarpha	speciosissina	S	0	30	0.5	0.5
38.4	G	20.02.15	Erica	lutea	S	1	30	0.5	0.5
38.4	G	20.02.15	Struthiola	ciliata	S	1	10	0.5	0.5
38.4	H	20.02.15	Erica	lutea	S	1	20	15	20
38.4	H	20.02.15	Erica	hispidula	S	5	25	30	35
38.4	H	20.02.15	Erica	similis	S	2	20	20	25
38.4	H	20.02.15	Centella	glabrata	S	4	5	1	1
38.4	H	20.02.15	Stilbe	vestita	R	1	30	4	5
38.4	H	20.02.15	Hermas	villosa	R	1	30	1	1
38.4	H	20.02.15	Edmondia	sesamoides	S	1	20	0.5	0.5
38.4	H	20.02.15	Elegia	deusta	R	1	40	2	2
38.4	H	20.02.15	Elegia	racemosa	S	4	40	2	3
38.4	H	20.02.15	Tetraria	fasciata	R	3	25	15	20
38.4	H	20.02.15	Pentameris	macrocalycina	R	1	45	4	5
38.4	H	20.02.15	Capebolus	brevicaulis	S	3	20	5	8
38.4	H	20.02.15	Corymbium	enerve	R	4	20	3	5
38.4	H	20.02.15	Penea	mucronata	R	2	20	8	8
38.4	H	20.02.15	Thamnochortus	gracilis	S	3	30	2	2
38.4	H	20.02.15	Struthiola	ciliata	S	1	25	0.5	0.5
38.5	I	20.02.15	Adenandra	villosa	S	1	15	0.2	0.2
38.5	I	20.02.15	Erica	hispidulum	S	2	30	15	15
38.5	I	20.02.15	Erica	similis	S	4	30	15	15
38.5	I	20.02.15	Restio	sp	S	5	35	4	5
38.5	I	20.02.15	Hermas	villosa	R	1	20	10	10
38.5	I	20.02.15	Elegia	racemosa	S	2	50	2	3
38.5	I	20.02.15	Thamnochortus	gracilis	S	3	50	3	3
38.5	I	20.02.15	Watsonia	tabularis	R	1	60	5	10
38.5	I	20.02.15	Centella	glabrata	S	1	5	2	2
38.5	I	20.02.15	Penea	mucronata	R	1	30	5	5
38.5	I	20.02.15	Corymbium	glabrum	R	4	25	5	6
38.5	I	20.02.15	Tritoniopsis	unguicularis	S	1	20	0.5	0.5
38.5	I	20.02.15	Tetraria	fasciata	R	1	25	5	5
38.5	I	20.02.15	Pentameris	macrocalycina	S	1	35	1	1
38.5	J	20.02.15	Bobartia	gladiata	S	1	15	0.5	0.5
38.5	J	20.02.15	Penea	mucronata	R	0	30	1	1
38.5	J	20.02.15	Leucadendron	xanthoconus	S	1	70	10	20
38.5	J	20.02.15	Erica	hispidula	S	5	25	20	25
38.5	J	20.02.15	Erica	similis	S	6	30	45	45
38.5	J	20.02.15	Capebolus	brevicaulis	S	1	10	1	3
38.5	J	20.02.15	Erica	coccinea	S	1	15	2	2
38.5	J	20.02.15	Elegia	racemosa	S	4	50	5	7
38.5	J	20.02.15	Thamnochortus	gracilis	S	2	40	3	3
38.5	J	20.02.15	Restio	capensis	R	1	20	1	2
38.5	J	20.02.15	Cliffortia	atrata	S	1	20	1	1
38.5	J	20.02.15	Stilbe	vestita	S	1	30	1	1
38.5	J	20.02.15	Pentameris	macrocalycina	S	1	30	1	1
38.5	J	20.02.15	Restio	sp	S	2	25	1	1
38.5	J	20.02.15	Restio	triticeus	S	1	30	2	2
38.6	K	20.02.15	Erica	lutea	S	1	30	3	3
38.6	K	20.02.15	Erica	coccinea	R	1	45	15	15
38.6	K	20.02.15	Leucadendron	xanthoconus	S	0	70	10	10
38.6	K	20.02.15	Corymbium	africanum	R	1	15	1	1
38.6	K	20.02.15	Corymbium	enerve	R	7	10	15	20
38.6	K	20.02.15	Penaea	mucronata	R	1	30	10	10
38.6	K	20.02.15	Thamnochortus	gracilis	R	1	50	10	10
38.6	K	20.02.15	Elegia	racemosa	S	5	50	5	8
38.6	K	20.02.15	Erica	similis	S	1	35	40	40
38.6	K	20.02.15	Erica	hispidula	S	1	25	1	1
38.6	K	20.02.15	Watsonia	tabulare	R	1	35	3	4
38.6	K	20.02.15	Pentameris	macrocalycina	S	1	40	2	2
38.6	K	20.02.15	Centella	glabrata	S	2	5	1	1
38.6	K	20.02.15	Tetraria	cuspidata	R	0	40	1	1
38.6	L	20.02.15	Erica	hispidula	S	5	30	25	30
38.6	L	20.02.15	Erica	similis	S	2	10	15	15
38.6	L	20.02.15	Stilbe	vestita	S	1	20	0.2	0.2
38.6	L	20.02.15	Corymbium	enerve	R	1	20	1	1
38.6	L	20.02.15	Penaea	mucronata	R	1	20	5	5
38.6	L	20.02.15	Elegia	racemosa	S	3	40	3	5
38.6	L	20.02.15	Elegia	ebracteata	R	3	40	12	12
38.6	L	20.02.15	Capebolus	brevicaulis	S	1	10	1	1
38.6	L	20.02.15	Corymbium	africanum	R	2	20	1	2
38.6	L	20.02.15	Adenandra	villosa	S	3	5	0.5	0.5
38.6	L	20.02.15	Metalasia	cephalotes	S	1	10	0.2	0.2
38.6	L	20.02.15	Thamnochortus	gracilis	S	4	30	2	2
35.2	C	19.02.15	Hermas	villosa	R	1	60	10	10
35.2	C	19.02.15	Leucadendron	xanthoconus	S	4	130	20	20
35.2	C	19.02.15	Cliffortia	atrata	S	3	100	35	35
35.2	C	19.02.15	Elegia	racemosa	S	1	120	1	1
35.2	C	19.02.15	Tetraria	cuspidata	R	2	60	4	6
35.2	C	19.02.15	Morella	humilis	R	1	30	15	15
35.2	C	19.02.15	Pseudopentameris	macrantha	R	1	50	10	20
35.2	C	19.02.15	Stilbe	vestita	R	2	120	45	45
35.2	C	19.02.15	Berzelia	lanuginosa	S	1	160	25	25
35.2	C	19.02.15	Tetraria	fasciata	R	1	50	25	25
35.2	C	19.02.15	Willdenowia	glomerata	S	2	50	2	2
35.2	C	19.02.15	Watsonia	tabularis	R	1	100	2	10
35.2	C	19.02.15	Tritoniopsis	sp	R	1	100	0	1
