comb	LocID	variable	PlotPres	SubPlotPres
11__Liparia_sp1	11	Liparia_sp1	0	1
11__Lobelia_sp1	11	Lobelia_sp1	0	2
11__Metalasia_cephalotes	11	Metalasia_cephalotes	0	46
11__Metalasia_sp2	11	Metalasia_sp2	0	1
11__Microcodon_glomeratum	11	Microcodon_glomeratum	0	1
11__Moraea_sp3	11	Moraea_sp3	0	6
11__Moraea_sp5	11	Moraea_sp5	0	3
11__Muraltia_brachypetala	11	Muraltia_brachypetala	0	1
11__Muraltia_demissa	11	Muraltia_demissa	0	1
11__Pelargonium_chamaedryfolium	11	Pelargonium_chamaedryfolium	0	8
11__Pelargonium_cucullatum	11	Pelargonium_cucullatum	0	2
11__Phylica_ericoides	11	Phylica_ericoides	0	1
11__Platycaulos_major	11	Platycaulos_major	0	1
11__Pseudoselago_serrata	11	Pseudoselago_serrata	0	36
11__Pulicaria_scabra	11	Pulicaria_scabra	0	1
11__Rapanea_melanophloeos	11	Rapanea_melanophloeos	0	3
11__Roella_amplexicaulis	11	Roella_amplexicaulis	0	44
11__Roella_triflora	11	Roella_triflora	0	1
11__Senecio_pterophorus	11	Senecio_pterophorus	0	26
11__Seriphium_cinereum	11	Seriphium_cinereum	0	61
11__Sonchus_asper	11	Sonchus_asper	0	1
11__Stoebe_fusca	11	Stoebe_fusca	0	6
11__Syncarpha_canescens	11	Syncarpha_canescens	0	1
11__Tetraria_flexuosa	11	Tetraria_flexuosa	0	6
11__Trachyandra_scabra	11	Trachyandra_scabra	0	1
11__Tribolium_uniolae	11	Tribolium_uniolae	0	1
11__Tritoniopsis_parviflora	11	Tritoniopsis_parviflora	0	3
11__Wahlenbergia_tenella	11	Wahlenbergia_tenella	0	6
12__Hermannia_rudis	12	Hermannia_rudis	0	1
12__Indigofera_sarmentosa	12	Indigofera_sarmentosa	0	1
12__Lampranthus_elegans	12	Lampranthus_elegans	0	2
12__Pelargonium_chamaedryfolium	12	Pelargonium_chamaedryfolium	0	3
12__Pelargonium_cucullatum	12	Pelargonium_cucullatum	0	12
12__Pseudoselago_serrata	12	Pseudoselago_serrata	0	6
12__Rhus_laevigata	12	Rhus_laevigata	0	6.1
12__Senecio_pterophorus	12	Senecio_pterophorus	0	1
12__Wachendorfia_paniculata	12	Wachendorfia_paniculata	0	1
12__Wahlenbergia_tenella	12	Wahlenbergia_tenella	0	3
13__Capeochloa_cincta	13	Capeochloa_cincta	0	0.1
13__Cryptadenia_grandiflora	13	Cryptadenia_grandiflora	0	1
13__Hermas_villosa	13	Hermas_villosa	0	1
13__Indigofera_glomerata	13	Indigofera_glomerata	0	1
13__Indigofera_sarmentosa	13	Indigofera_sarmentosa	0	2
13__Macrostylis_villosa	13	Macrostylis_villosa	0	1
13__Metalasia_sp2	13	Metalasia_sp2	0	21
13__Monopsis_sp1	13	Monopsis_sp1	0	10
13__Moraea_sp5	13	Moraea_sp5	0	1
13__Muraltia_demissa	13	Muraltia_demissa	0	19
13__Myrsine_africana	13	Myrsine_africana	0	1
13__Pelargonium_cucullatum	13	Pelargonium_cucullatum	0	6
13__Pelargonium_grossularioides	13	Pelargonium_grossularioides	0	10
13__Platycaulos_major	13	Platycaulos_major	0	1
13__Pseudoselago_serrata	13	Pseudoselago_serrata	0	1
13__Pulicaria_scabra	13	Pulicaria_scabra	0	3
13__Scirpoides_thunbergii	13	Scirpoides_thunbergii	0	1
13__Thesium_densiflorum	13	Thesium_densiflorum	0	6
13__Tribolium_hispidum	13	Tribolium_hispidum	0	5
13__Wachendorfia_sp1	13	Wachendorfia_sp1	0	4
14__Apiaceae_sp1	14	Apiaceae_sp1	0	12
14__Capeochloa_cincta	14	Capeochloa_cincta	0	22
14__Corymbium_enerve	14	Corymbium_enerve	0	43
14__Disa_densiflora	14	Disa_densiflora	0	2
14__Elegia_stipularis	14	Elegia_stipularis	0	2
14__Indigofera_glomerata	14	Indigofera_glomerata	0	20
14__Indigofera_sarmentosa	14	Indigofera_sarmentosa	0	2
14__Iridacea_sp2	14	Iridacea_sp2	0	17
14__Isolepis_ludwigii	14	Isolepis_ludwigii	0	29
14__Isolepis_marginata	14	Isolepis_marginata	0	60
14__Lampranthus_emarginatus	14	Lampranthus_emarginatus	0	4
14__Leucadendron_laureolum	14	Leucadendron_laureolum	0	1
14__Leucadendron_sp1	14	Leucadendron_sp1	0	7
14__Lobelia_sp1	14	Lobelia_sp1	0	1
14__Metalasia_cephalotes	14	Metalasia_cephalotes	0	1
14__Metalasia_sp2	14	Metalasia_sp2	0	37
14__Microcodon_glomeratum	14	Microcodon_glomeratum	0	8
14__Monopsis_debilis	14	Monopsis_debilis	0	1
14__Monopsis_sp1	14	Monopsis_sp1	0	8
14__Moraea_sp5	14	Moraea_sp5	0	1
14__Moraea_virgata	14	Moraea_virgata	0	3
14__Notobubon_galbanum	14	Notobubon_galbanum	0	4
14__Pelargonium_cucullatum	14	Pelargonium_cucullatum	0	6
14__Pelargonium_tabulare	14	Pelargonium_tabulare	0	1
14__Polygala_garcinii	14	Polygala_garcinii	0	2
14__Populus_canescens	14	Populus_canescens	0	10
14__Prismatocarpus_sessilis	14	Prismatocarpus_sessilis	0	25
14__Pseudoselago_serrata	14	Pseudoselago_serrata	0	66
14__Pulicaria_scabra	14	Pulicaria_scabra	0	6
14__Restio_eleocharis	14	Restio_eleocharis	0	49
14__Rhus_glauca	14	Rhus_glauca	0	1
14__Roella_amplexicaulis	14	Roella_amplexicaulis	0	6
14__Scabiosa_africana	14	Scabiosa_africana	0	17
14__Senecio_pterophorus	14	Senecio_pterophorus	0	57
14__Seriphium_cinereum	14	Seriphium_cinereum	0	24
14__Tetragonia_fruticosa	14	Tetragonia_fruticosa	0	2
14__Tetraria_autumnalis	14	Tetraria_autumnalis	0	1
14__Themeda_triandra	14	Themeda_triandra	0	1
14__Thesium_densiflorum	14	Thesium_densiflorum	0	23
14__Trachyandra_tabularis	14	Trachyandra_tabularis	0	15
14__Willdenowia_incurvata	14	Willdenowia_incurvata	0	13
14__Zaluzianskya_divaricata	14	Zaluzianskya_divaricata	0	1
15__Helminthotheca_echioides	15	Helminthotheca_echioides	0	4
15__Isolepis_ludwigii	15	Isolepis_ludwigii	0	5
15__Metalasia_sp2	15	Metalasia_sp2	0	6
15__Moraea_sp5	15	Moraea_sp5	0	1
15__Muraltia_brachypetala	15	Muraltia_brachypetala	0	2
15__Oenothera_nocturna	15	Oenothera_nocturna	0	5
15__Pelargonium_chamaedryfolium	15	Pelargonium_chamaedryfolium	0	1
15__Pelargonium_cucullatum	15	Pelargonium_cucullatum	0	1
15__Phyllopodium_sp1	15	Phyllopodium_sp1	0	3
15__Seriphium_cinereum	15	Seriphium_cinereum	0	1
16__Asparagus_sp3	16	Asparagus_sp3	0	1
16__Cyperaceae_sp3	16	Cyperaceae_sp3	0	1
16__Ficinia_deusta	16	Ficinia_deusta	0	1
16__Isolepis_ludwigii	16	Isolepis_ludwigii	0	12
16__Juncus_lomatophyllus	16	Juncus_lomatophyllus	0	5
16__Metalasia_cephalotes	16	Metalasia_cephalotes	0	1
16__Myrsine_africana	16	Myrsine_africana	0	3
16__Passerina_sp1	16	Passerina_sp1	0	3
16__Phylica_buxifolia	16	Phylica_buxifolia	0	1
16__Pulicaria_scabra	16	Pulicaria_scabra	0	3
16__Restio_capensis	16	Restio_capensis	0	1
16__Rhoicissus_sp1	16	Rhoicissus_sp1	0	1
16__Senecio_scapiflorus	16	Senecio_scapiflorus	0	1
16__Solanum_retroflexum	16	Solanum_retroflexum	0	3
16__Tephrosia_capensis	16	Tephrosia_capensis	0	10.1
17__Tephrosia_capensis	17	Tephrosia_capensis	0	6
18__Felicia_tenella	18	Felicia_tenella	0	1
18__Juncus_lomatophyllus	18	Juncus_lomatophyllus	0	3
18__Leptospermum_laevigatum	18	Leptospermum_laevigatum	0	1
18__Moraea_bituminosa	18	Moraea_bituminosa	0	4
18__Muraltia_thunbergii	18	Muraltia_thunbergii	0	1
18__Olea_exasperata	18	Olea_exasperata	0	2
18__Passerina_rigida	18	Passerina_rigida	0	1
18__Phylica_buxifolia	18	Phylica_buxifolia	0	3
18__Restio_capensis	18	Restio_capensis	0	88
18__Rhynchosia_capensis	18	Rhynchosia_capensis	0	2
18__Senecio_rosmarinifolius	18	Senecio_rosmarinifolius	0	2
18__Tephrosia_capensis	18	Tephrosia_capensis	0	9
18__Trachyandra_scabra	18	Trachyandra_scabra	0	3
18__Wahlenbergia_sp1	18	Wahlenbergia_sp1	0	1
19__Manulea_cheiranthus	19	Manulea_cheiranthus	0	1
19__Metalasia_cephalotes	19	Metalasia_cephalotes	0	1
19__Phyllopodium_sp1	19	Phyllopodium_sp1	0	15
19__Rhoicissus_sp1	19	Rhoicissus_sp1	0	1
19__Senecio_burchellii	19	Senecio_burchellii	0	1
19__Solanum_mauritianum	19	Solanum_mauritianum	0	2
19__Stachys_aethiopica	19	Stachys_aethiopica	0	1
19__Tephrosia_capensis	19	Tephrosia_capensis	0	3.1
19__Trachyandra_scabra	19	Trachyandra_scabra	0	1
2__Anaxeton_laeve	2	Anaxeton_laeve	0	1
2__Cannomois_virgata	2	Cannomois_virgata	0	1
2__Crassula_fascicularis	2	Crassula_fascicularis	0	1
2__Cyperaceae_sp3	2	Cyperaceae_sp3	0	1
2__Cyperaceae_sp4	2	Cyperaceae_sp4	0	9
2__Ericoid_sp1	2	Ericoid_sp1	0	2
2__Iridacea_sp3	2	Iridacea_sp3	0	2
2__Metalasia_muricata	2	Metalasia_muricata	0	53
2__Oftia_africana	2	Oftia_africana	0	1
2__Pelargonium_cucullatum	2	Pelargonium_cucullatum	0	2
2__Phylica_imberbis	2	Phylica_imberbis	0	1
2__Pseudopentameris_macrantha	2	Pseudopentameris_macrantha	0	1
2__Psoralea_pinnata	2	Psoralea_pinnata	0	3
2__Roella_amplexicaulis	2	Roella_amplexicaulis	0	2
2__Senecio_umbellatus	2	Senecio_umbellatus	0	2
2__Stoebe_capitata	2	Stoebe_capitata	0	1
2__Syncarpha_vestita	2	Syncarpha_vestita	0	1
2__Tetraria_cuspidata	2	Tetraria_cuspidata	0	8
2__Tetraria_fasciata	2	Tetraria_fasciata	0	5
20__Anemone_vesicatoria	20	Anemone_vesicatoria	0	1
20__Euphorbia_maculata	20	Euphorbia_maculata	0	1
20__Lolium_multiflorum	20	Lolium_multiflorum	0	0.1
20__Metalasia_cephalotes	20	Metalasia_cephalotes	0	1
20__Metalasia_sp2	20	Metalasia_sp2	0	1
20__Montinia_caryophyllacea	20	Montinia_caryophyllacea	0	9
20__Moraea_tripetala	20	Moraea_tripetala	0	5
20__Muraltia_demissa	20	Muraltia_demissa	0	28
20__Myoporum_tenuifolium	20	Myoporum_tenuifolium	0	1
20__Oedera_imbricata	20	Oedera_imbricata	0	1
20__Othonna_quinquedentata	20	Othonna_quinquedentata	0	1
20__Othonna_stenophylla	20	Othonna_stenophylla	0	28
20__Pelargonium_chamaedryfolium	20	Pelargonium_chamaedryfolium	0	4
20__Pelargonium_elongatum	20	Pelargonium_elongatum	0	5
20__Platycaulos_major	20	Platycaulos_major	0	1
20__Pseudoselago_serrata	20	Pseudoselago_serrata	0	1
20__Rhus_laevigata	20	Rhus_laevigata	0	2.1
20__Scirpoides_thunbergii	20	Scirpoides_thunbergii	0	1
20__Sonchus_sp1	20	Sonchus_sp1	0	1
20__Tribolium_hispidum	20	Tribolium_hispidum	0	15
20__Wahlenbergia_longifolia	20	Wahlenbergia_longifolia	0	16
21__Ehrharta_sp4	21	Ehrharta_sp4	0	1
21__Gahnia_aspera	21	Gahnia_aspera	0	8
21__Isolepis_leucoloma	21	Isolepis_leucoloma	0	1
21__Jordaaniella_dubia	21	Jordaaniella_dubia	0	16
21__Lobelia_eckloniana	21	Lobelia_eckloniana	0	26
21__Lycium_ferocissimum	21	Lycium_ferocissimum	0	15
21__Metalasia_cephalotes	21	Metalasia_cephalotes	0	1
21__Mimetes_fimbriifolius	21	Mimetes_fimbriifolius	0	11
21__Monopsis_simplex	21	Monopsis_simplex	0	28
21__Pelargonium_elongatum	21	Pelargonium_elongatum	0	22
21__Platycaulos_major	21	Platycaulos_major	0	2
21__Pterygodium_acutifolium	21	Pterygodium_acutifolium	0	27
21__Rhus_laevigata	21	Rhus_laevigata	0	2
21__Salvia_chamelaeagnea	21	Salvia_chamelaeagnea	0	1
21__Solanum_mauritianum	21	Solanum_mauritianum	0	1
21__Vellereophyton_dealbatum	21	Vellereophyton_dealbatum	0	2
21__Zaluzianskya_sp1	21	Zaluzianskya_sp1	0	1
22__Ehrharta_setacea	22	Ehrharta_setacea	0	70
22__Eragrostis_sp1	22	Eragrostis_sp1	0	20
22__Hypericum_sp1	22	Hypericum_sp1	0	1
22__Isolepis_ludwigii	22	Isolepis_ludwigii	0	1
22__Mesemb_sp8	22	Mesemb_sp8	0	1
22__Metalasia_cephalotes	22	Metalasia_cephalotes	0	4
22__Micranthus_alopecuroides	22	Micranthus_alopecuroides	0	1
22__Moraea_sp4	22	Moraea_sp4	0	13
22__Pennisetum_clandestinum	22	Pennisetum_clandestinum	0	50
22__Platycaulos_major	22	Platycaulos_major	0	37
22__Poaceae_sp1	22	Poaceae_sp1	0	2
22__Poaceae_sp3	22	Poaceae_sp3	0	25
22__Pteridium_aquilinum	22	Pteridium_aquilinum	0	24
22__Senecio_pterophorus	22	Senecio_pterophorus	0	3
23__Bulbine_sp3	23	Bulbine_sp3	0	1
23__Cassine_maritima	23	Cassine_maritima	0	64
23__Cullumia_setosa	23	Cullumia_setosa	0	46
23__Ficinia_sp5	23	Ficinia_sp5	0	11
23__Hypochoeris_radicata	23	Hypochoeris_radicata	0	27
23__Leucadendron_coniferum	23	Leucadendron_coniferum	0	77
23__Linum_thunbergii	23	Linum_thunbergii	0	1
23__Lobelia_pubescens	23	Lobelia_pubescens	0	39
23__Lobelia_sp1	23	Lobelia_sp1	0	37
23__Moraea_ramosissima	23	Moraea_ramosissima	0	2
23__Othonna_filicaulis	23	Othonna_filicaulis	0	13
23__Polygala_recognita	23	Polygala_recognita	0	9
23__Pseudognaphalium_undulatum	23	Pseudognaphalium_undulatum	0	65
23__Pseudoselago_serrata	23	Pseudoselago_serrata	0	26
23__Restio_quadratus	23	Restio_quadratus	0	1
23__Rhus_laevigata	23	Rhus_laevigata	0	8
23__Roella_amplexicaulis	23	Roella_amplexicaulis	0	89
23__Senecio_pterophorus	23	Senecio_pterophorus	0	55
23__Senecio_triqueter	23	Senecio_triqueter	0	94
23__Stoebe_capitata	23	Stoebe_capitata	0	14
23__Tetraria_flexuosa	23	Tetraria_flexuosa	0	4
23__Tetraria_ustulata	23	Tetraria_ustulata	0	9
23__Thamnochortus_erectus	23	Thamnochortus_erectus	0	20
24__Aspalathus_ericifolia	24	Aspalathus_ericifolia	0	1
24__Isolepis_ludwigii	24	Isolepis_ludwigii	0	7
24__Lavatera_arborea	24	Lavatera_arborea	0	1
24__Metalasia_cephalotes	24	Metalasia_cephalotes	0	1
24__Nemesia_lucida	24	Nemesia_lucida	0	2
24__Phylica_ericoides	24	Phylica_ericoides	0	1
25__Apiaceae_sp1	25	Apiaceae_sp1	0	1
25__Aspalathus_ericifolia	25	Aspalathus_ericifolia	0	7
25__Bulbine_sp3	25	Bulbine_sp3	0	1
25__Hermannia_hyssopifolia	25	Hermannia_hyssopifolia	0	7
25__Hermannia_procumbens	25	Hermannia_procumbens	0	9
25__Lampranthus_elegans	25	Lampranthus_elegans	0	21
25__Lavatera_arborea	25	Lavatera_arborea	0	1
25__Metalasia_cephalotes	25	Metalasia_cephalotes	0	1
25__Pelargonium_chamaedryfolium	25	Pelargonium_chamaedryfolium	0	1
25__Pelargonium_cucullatum	25	Pelargonium_cucullatum	0	3
25__Pelargonium_tabulare	25	Pelargonium_tabulare	0	1
25__Phylica_ericoides	25	Phylica_ericoides	0	1
25__Platycaulos_major	25	Platycaulos_major	0	1
25__Polygala_bracteolata	25	Polygala_bracteolata	0	1
25__Roella_amplexicaulis	25	Roella_amplexicaulis	0	33
25__Syncarpha_vestita	25	Syncarpha_vestita	0	3
26__Adenandra_villosa	26	Adenandra_villosa	0	1
26__Apiaceae_sp1	26	Apiaceae_sp1	0	1
26__Clutia_sp1	26	Clutia_sp1	0	1
26__Disa_densiflora	26	Disa_densiflora	0	1
26__Heliophila_sp2	26	Heliophila_sp2	0	1
26__Isolepis_ludwigii	26	Isolepis_ludwigii	0	32
26__Lachenalia_orchioides	26	Lachenalia_orchioides	0	1
26__Lavatera_arborea	26	Lavatera_arborea	0	1
26__Leucadendron_coniferum	26	Leucadendron_coniferum	0	1
26__Lobelia_anceps	26	Lobelia_anceps	0	4
26__Metalasia_cephalotes	26	Metalasia_cephalotes	0	1
26__Myrsine_africana	26	Myrsine_africana	0	1
26__Othonna_filicaulis	26	Othonna_filicaulis	0	13
26__Pelargonium_chamaedryfolium	26	Pelargonium_chamaedryfolium	0	1
26__Phylica_ericoides	26	Phylica_ericoides	0	1
26__Pseudognaphalium_undulatum	26	Pseudognaphalium_undulatum	0	21
26__Pseudoselago_serrata	26	Pseudoselago_serrata	0	15
26__Rhus_laevigata	26	Rhus_laevigata	0	2
26__Roella_amplexicaulis	26	Roella_amplexicaulis	0	6
26__Senecio_pterophorus	26	Senecio_pterophorus	0	1
26__Senecio_repandus	26	Senecio_repandus	0	3
26__Senecio_triqueter	26	Senecio_triqueter	0	10
26__Seriphium_cinereum	26	Seriphium_cinereum	0	1
26__Silene_pilosellifolia	26	Silene_pilosellifolia	0	6
26__Syncarpha_vestita	26	Syncarpha_vestita	0	6
26__Tetraria_flexuosa	26	Tetraria_flexuosa	0	1
26__Tribolium_uniolae	26	Tribolium_uniolae	0	1
26__Tritoniopsis_parviflora	26	Tritoniopsis_parviflora	0	1
28__Aspalathus_chenopoda	28	Aspalathus_chenopoda	0	1
28__Aspalathus_ericifolia	28	Aspalathus_ericifolia	0	71
28__Briza_maxima	28	Briza_maxima	0	1
28__Cliffortia_sp6	28	Cliffortia_sp6	0	3
28__Erepsia_anceps	28	Erepsia_anceps	0	2
28__Eucalyptus_lehmannii	28	Eucalyptus_lehmannii	0	6
28__Ficinia_bulbosa	28	Ficinia_bulbosa	0	6
28__Ficinia_filiformis	28	Ficinia_filiformis	0	6
28__Helichrysum_sp3	28	Helichrysum_sp3	0	1
28__Isolepis_ludwigii	28	Isolepis_ludwigii	0	45
28__Lobelia_anceps	28	Lobelia_anceps	0	1
28__Lythrum_hyssopifolia	28	Lythrum_hyssopifolia	0	4
28__Metalasia_cephalotes	28	Metalasia_cephalotes	0	18
28__Monopsis_sp1	28	Monopsis_sp1	0	1
28__Passerina_rigida	28	Passerina_rigida	0	3
28__Pelargonium_cucullatum	28	Pelargonium_cucullatum	0	1
28__Pentameris_macrocalycina	28	Pentameris_macrocalycina	0	2
28__Phylica_ericoides	28	Phylica_ericoides	0	4
28__Protea_neriifolia	28	Protea_neriifolia	0	1
28__Pseudoselago_serrata	28	Pseudoselago_serrata	0	6
28__Rafnia_angulata	28	Rafnia_angulata	0	12
28__Restio_sp9	28	Restio_sp9	0	22
28__Rhus_laevigata	28	Rhus_laevigata	0	3
28__Rhus_rosmarinifolia	28	Rhus_rosmarinifolia	0	3
28__Roella_amplexicaulis	28	Roella_amplexicaulis	0	4
28__Senecio_pterophorus	28	Senecio_pterophorus	0	3
28__Senecio_repandus	28	Senecio_repandus	0	1
28__Senecio_triqueter	28	Senecio_triqueter	0	1
28__Stilbe_vestita	28	Stilbe_vestita	0	3
28__Stoebe_capitata	28	Stoebe_capitata	0	1
28__Tribolium_hispidum	28	Tribolium_hispidum	0	1
28__Tritoniopsis_parviflora	28	Tritoniopsis_parviflora	0	1
29__Asteraceae_sp1	29	Asteraceae_sp1	0	1
29__Juncus_lomatophyllus	29	Juncus_lomatophyllus	0	1
29__Senecio_purpureus	29	Senecio_purpureus	0	5
29__Senecio_scapiflorus	29	Senecio_scapiflorus	0	1
29__Tephrosia_capensis	29	Tephrosia_capensis	0	1.1
3__Cannomois_virgata	3	Cannomois_virgata	0	8
3__Capelio_tabularis	3	Capelio_tabularis	0	1
3__Cliffortia_filifolia	3	Cliffortia_filifolia	0	10
3__Cliffortia_stricta	3	Cliffortia_stricta	0	6
3__Clutia_polygonoides	3	Clutia_polygonoides	0	5
3__Clutia_sp1	3	Clutia_sp1	0	3
3__Corymbium_sp1	3	Corymbium_sp1	0	1
3__Cyperaceae_sp3	3	Cyperaceae_sp3	0	7
3__Euphorbia_genistoides	3	Euphorbia_genistoides	0	2
3__Ficinia_bulbosa	3	Ficinia_bulbosa	0	3
3__Ficinia_filiformis	3	Ficinia_filiformis	0	1
3__Ficinia_nigrescens	3	Ficinia_nigrescens	0	1
3__Indigofera_mauritanica	3	Indigofera_mauritanica	0	2
3__Ischyrolepis_sp2	3	Ischyrolepis_sp2	0	31
3__Macrostylis_villosa	3	Macrostylis_villosa	0	2
3__Manulea_tomentosa	3	Manulea_tomentosa	0	3
3__Micranthus_junceus	3	Micranthus_junceus	0	3
3__Moraea_tripetala	3	Moraea_tripetala	0	1
3__Notobubon_ferulaceum	3	Notobubon_ferulaceum	0	1
3__Penaea_mucronata	3	Penaea_mucronata	0	1
3__Pentaschistis_sp6	3	Pentaschistis_sp6	0	1
3__Petalacte_coronata	3	Petalacte_coronata	0	1
3__Phylica_ericoides	3	Phylica_ericoides	0	1
3__Phylica_imberbis	3	Phylica_imberbis	0	1
3__Pseudopentameris_macrantha	3	Pseudopentameris_macrantha	0	47
3__Pseudoselago_serrata	3	Pseudoselago_serrata	0	1
3__Psoralea_asarina	3	Psoralea_asarina	0	1
3__Psoralea_pinnata	3	Psoralea_pinnata	0	1
3__Rhus_rosmarinifolia	3	Rhus_rosmarinifolia	0	3
3__Roella_ciliata	3	Roella_ciliata	0	10
3__Saltera_sarcocolla	3	Saltera_sarcocolla	0	1
3__Senecio_erosus	3	Senecio_erosus	0	1
3__Seriphium_cinereum	3	Seriphium_cinereum	0	86
3__Tetraria_bromoides	3	Tetraria_bromoides	0	3
3__Tetraria_cuspidata	3	Tetraria_cuspidata	0	17
3__Tetraria_sp2	3	Tetraria_sp2	0	1
3__Trachyandra_tabularis	3	Trachyandra_tabularis	0	1
3__Tritoniopsis_triticea	3	Tritoniopsis_triticea	0	1
3__Unknown_sp2	3	Unknown_sp2	0	3
3__Vellereophyton_dealbatum	3	Vellereophyton_dealbatum	0	1
3__Watsonia_borbonica	3	Watsonia_borbonica	0	26
30__Albuca_cooperi	30	Albuca_cooperi	0	1
30__Cannomois_virgata	30	Cannomois_virgata	0	43
30__Capeochloa_cincta	30	Capeochloa_cincta	0	3
30__Cassine_maritima	30	Cassine_maritima	0	4
30__Clutia_sp1	30	Clutia_sp1	0	2
30__Cotula_sp1	30	Cotula_sp1	0	1
30__Ficinia_sp5	30	Ficinia_sp5	0	2
30__Gnidia_oppositifolia	30	Gnidia_oppositifolia	0	1
30__Helichrysum_sp3	30	Helichrysum_sp3	0	1
30__Indigofera_glomerata	30	Indigofera_glomerata	0	9
30__Iridacea_sp2	30	Iridacea_sp2	0	41
